hgnc	chrom	all	syn	mis	non	splice_site	frameshift
PRR4	12	5.34461093770999e-06	1.1805142456789e-06	3.49040983909054e-06	5.70682587151712e-07	8.83314718294544e-08	2.56532463886578e-07
PRR5	22	2.43605279198872e-05	7.93075582469431e-06	1.57599415580512e-05	3.57776687382401e-07	2.92932172879409e-07	7.82899074975745e-07
PRR5-ARHGAP8	22	3.11082659150197e-05	1.00168769069373e-05	1.98338293427109e-05	6.55001808413989e-07	5.82197879708827e-07	1.05653370312523e-06
PRR5L	11	1.9410130804481e-05	5.86764493154836e-06	1.27245951136901e-05	4.87969810381717e-07	3.11919473593794e-07	7.01188734632912e-07
PRR7	5	1.56194226024188e-05	5.11856013279328e-06	1.01886898333404e-05	2.93679668220793e-07	1.84929682436829e-08	5.22566130145033e-07
PRRC1	5	1.67697922160657e-05	4.3471321082368e-06	1.15542759027679e-05	5.4758420522576e-07	3.01854993891219e-07	8.47507251067913e-07
PRRC2A	6	0.00011099425145747	2.80014143868671e-05	7.60533796310111e-05	5.50253449860661e-06	1.4189240007056e-06	4.10071894131539e-06
PRRC2B	9	0.000117235221215931	3.49493015733591e-05	7.75432170657772e-05	4.72186546231938e-06	NA	4.23753625537841e-06
PRRC2C	1	9.50020465556668e-05	2.34735983898837e-05	6.55235422424185e-05	5.99185152333366e-06	NA	5.35487765359373e-06
PRRG1	X	8.64985471293819e-06	2.21335203828716e-06	6.01245718748124e-06	3.10379332140857e-07	8.87529621490454e-08	4.16152663642909e-07
PRRG2	19	6.96185969475978e-06	1.93522766128189e-06	4.60101429503521e-06	2.33875916408137e-07	1.73852742039128e-07	3.85748816068077e-07
PRRG3	X	1.26111116047651e-05	3.60272593924553e-06	8.25930675731681e-06	6.36752326105668e-07	9.09782104909673e-08	4.40855789794435e-07
PRRG4	11	8.59568002169007e-06	2.55773556616172e-06	5.63903997498756e-06	2.01790507714602e-07	1.7634561853834e-07	4.31354587425968e-07
PRRT1	6	1.53049618430188e-05	5.65023281846437e-06	9.30495290446291e-06	2.04208151851814e-07	1.31960797222517e-07	5.83373825293314e-07
PRRT2	16	1.14046905118795e-05	3.21761205404275e-06	7.70278249101374e-06	4.84295966909027e-07	NA	5.70072141977188e-07
PRRT3	3	3.57389624893758e-05	1.21108073759028e-05	2.2628363403505e-05	9.12168136636157e-07	7.10800795289426e-08	1.86603614475032e-06
PRRX1	1	1.45645370852058e-05	4.84681908149868e-06	9.09177883958762e-06	4.82048674411714e-07	1.29645137681124e-07	4.14252423165375e-07
PRRX2	9	1.19976711832605e-05	3.50969479387229e-06	8.24274468647879e-06	1.42313905730459e-07	8.50262076031281e-08	4.82661080207045e-07
PRSS1	7	1.13103141624082e-05	3.30858675038112e-06	7.28292343461954e-06	2.80942565780377e-07	4.24222629025418e-07	4.71259637371547e-07
PRSS12	4	3.75793600951058e-05	9.93616268080454e-06	2.52349647676294e-05	1.86242234664591e-06	5.31169360161681e-07	1.66461065457945e-06
PRSS16	6	2.8976058708064e-05	8.89721812579137e-06	1.83759376839424e-05	9.75249723064528e-07	7.09746837309267e-07	9.7862384372406e-07
PRSS21	16	1.11860092324416e-05	3.30486090470871e-06	7.2594265649607e-06	3.29495849608682e-07	2.74156429931252e-07	5.98575749076132e-07
PRSS22	16	1.57476833621707e-05	4.73881703347607e-06	1.04488447592828e-05	3.84532031859433e-07	1.57281148540121e-07	6.04276470489181e-07
PRSS23	11	1.69424056913253e-05	4.81418256435526e-06	1.11013887764521e-05	9.81015941390186e-07	2.40736957282454e-08	7.29692341734381e-07
PRSS27	16	1.73771333899098e-05	5.84390822302294e-06	1.08731979890092e-05	4.33833781012107e-07	2.08949359123202e-07	5.52969977722652e-07
PRSS3	9	1.04818724041184e-05	3.09152225620953e-06	6.8362821865399e-06	2.62415128750438e-07	2.78049240195323e-07	4.97863003993315e-07
PRSS33	16	9.81392082578028e-06	2.96724674047298e-06	6.46519475498958e-06	2.1063923989414e-07	1.58416252671079e-07	5.33967572978637e-07
PRSS35	6	1.92803172335893e-05	5.61943379139592e-06	1.288824570092e-05	7.35157017295608e-07	2.32382442297349e-08	7.86699555926278e-07
PRSS36	16	3.9834057998958e-05	1.21542253344225e-05	2.57822747938486e-05	1.27220113872475e-06	6.0736375338301e-07	1.62660584511764e-06
PRSS37	7	1.05114173460918e-05	2.89925444563747e-06	6.79359701149974e-06	5.01068269153623e-07	2.98520771833572e-07	4.48456751688262e-07
PRSS38	1	1.76761700857307e-05	5.86272253106688e-06	1.11007372812159e-05	5.13473646909774e-07	1.80256677866557e-07	6.21378634754241e-07
PRSS42	3	6.54109933286268e-06	1.5098184065377e-06	4.58121577412463e-06	4.32379817657076e-07	NA	5.58670699134434e-07
PRSS45	3	8.9359003385577e-06	2.35881985990158e-06	6.27616591317317e-06	2.801251720807e-07	NA	4.35155068375693e-07
PRSS48	4	1.34570427259093e-05	3.80854541662365e-06	9.19754006185741e-06	4.30479393218681e-07	NA	6.251791157012e-07
PRSS50	3	2.03166357649077e-05	6.26702912128086e-06	1.32878714455179e-05	5.22109681939114e-07	2.19522370810068e-07	7.3349282267378e-07
PRSS53	16	2.45886824764645e-05	7.35720049085568e-06	1.60049852647479e-05	7.88397991622154e-07	4.17307971432113e-07	1.05273322218753e-06
PRSS54	16	1.81822660055633e-05	5.90782366951409e-06	1.14538305561907e-05	6.26132373652724e-07	1.74197854998882e-07	7.52495227399752e-07
PRSS55	8	1.57894125780771e-05	4.97688397235934e-06	1.01992920209187e-05	4.11529168730627e-07	1.8023004349428e-07	6.70784887062666e-07
PRSS57	19	1.19544227738425e-05	3.82980764380135e-06	7.67523152106386e-06	3.17376268026566e-07	1.32007341091292e-07	5.39668294408332e-07
PRSS58	7	9.41765134721475e-06	2.69423377057432e-06	6.16537928646603e-06	2.39763681786333e-07	3.00258781757495e-07	4.5985819452745e-07
PRSS8	16	1.6193384610614e-05	5.24120184706868e-06	1.05495626807752e-05	3.86214645106053e-07	NA	6.53682722797696e-07
PRTFDC1	10	9.34671432947633e-06	2.6178273907656e-06	5.94527202094752e-06	4.42321810380768e-07	3.27662556817134e-07	4.29454346958384e-07
PRTG	15	4.43699313552708e-05	1.11870363576021e-05	3.03855566514253e-05	1.8387774308013e-06	9.37145482795235e-07	2.18717678471849e-06
PRTN3	19	1.29715512622306e-05	4.09977258945731e-06	8.60091543493216e-06	1.67511543595815e-07	8.69300645257667e-08	4.88361801625289e-07
PRUNE	1	1.76492367548935e-05	4.9843915880812e-06	1.15643632898376e-05	7.70302823774614e-07	3.0848743057232e-07	8.62709174863893e-07
PRUNE2	9	0.000116485029670818	3.43891725994783e-05	7.76357939628619e-05	4.18687086787917e-06	2.53474232430398e-07	5.8698428218676e-06
PRX	19	1.09679996269505e-05	3.83164354749438e-06	6.85307304190423e-06	1.99630584874932e-07	6.46956341619483e-08	2.8123559003865e-07
PSAP	10	2.48090394416702e-05	7.9319146032898e-06	1.57492681333249e-05	5.70962009617811e-07	5.3758207135778e-07	1.00332696987026e-06
PSAPL1	4	2.63742688154135e-05	8.60742588317944e-06	1.70644862360741e-05	7.02356696056905e-07	NA	9.91925527034368e-07
PSAT1	9	1.61003763272413e-05	4.85725591413936e-06	1.04347690489848e-05	4.36315485739243e-07	3.47083871263664e-07	7.04989215569715e-07
PSCA	8	5.09968612964143e-06	1.9552512313777e-06	2.99392753242309e-06	1.32072514144774e-07	NA	2.18527654422601e-07
PSD	10	5.43004899563671e-05	1.55405209991345e-05	3.6441732209928e-05	1.53979293169161e-06	7.61350828761636e-07	1.94774648507926e-06
PSD2	5	4.08973994370895e-05	1.23720548705921e-05	2.69486805513074e-05	7.36832609381532e-07	8.21045209694632e-07	1.46698564533411e-06
PSD3	8	4.31761126760107e-05	1.24216656685559e-05	2.84836488300716e-05	1.47765216527909e-06	7.72701831278128e-07	1.9914520159826e-06
PSD4	2	4.84920890877871e-05	1.46141507463149e-05	3.16825460192914e-05	1.44474529960892e-06	7.31807012224918e-07	2.0085541802433e-06
PSEN1	14	1.90634103718862e-05	5.16074465846843e-06	1.26857488176214e-05	8.11370985774657e-07	3.86172475861566e-07	8.89312541475276e-07
PSEN2	1	2.40367024376007e-05	7.89172223312131e-06	1.52560361354796e-05	4.7249357077947e-07	3.98502250507377e-07	8.53207972485331e-07
PSENEN	19	4.25615620997854e-06	9.14610077536845e-07	2.8963820526946e-06	3.3669463747617e-07	8.76520628548253e-08	1.93824528271237e-07
PSG1	19	1.91573424277134e-05	5.28049343743668e-06	1.26722008363653e-05	7.66108370681563e-07	4.19812540113467e-07	8.11402682070846e-07
PSG11	19	1.32408866092844e-05	3.93232854206636e-06	8.70388145386527e-06	5.84251818943951e-07	NA	6.38480799014183e-07
PSG2	19	1.44186375392281e-05	4.10010719817689e-06	9.2836419968657e-06	5.88439022484101e-07	4.20846925710965e-07	6.38480799014183e-07
PSG3	19	1.83100646638751e-05	5.06054027616782e-06	1.18811014995702e-05	8.77202547843606e-07	4.65617213133319e-07	8.15203163017876e-07
PSG4	19	1.76562247276582e-05	4.57553502325753e-06	1.18863205055793e-05	7.55694532900563e-07	4.20826254910449e-07	7.98100998771299e-07
PSG5	19	1.44195144778687e-05	3.87723320347227e-06	9.44985035420859e-06	7.66111361793825e-07	3.00698204741569e-07	6.38480799014183e-07
PSG6	19	1.82568130428054e-05	4.92684510519675e-06	1.21328557686251e-05	8.41515629298957e-07	3.42587919004151e-07	8.07602201133141e-07
PSG7	19	1.72782937294945e-05	4.80469529704619e-06	1.16751953406527e-05	7.5549366394863e-07	NA	7.98100998771299e-07
PSG8	19	1.71249299604692e-05	4.71711618506406e-06	1.12723084871635e-05	6.89818020633456e-07	4.45687267504917e-07	7.98100998771299e-07
PSG9	19	1.87664805463141e-05	5.15652697965707e-06	1.24334502742895e-05	8.03828880207453e-07	3.44784782345106e-07	8.11402682070846e-07
PSIP1	9	1.92467686088671e-05	4.76784001122737e-06	1.26448140237394e-05	1.0893120582604e-06	7.2551896025469e-07	1.00902769129542e-06
PSKH1	16	2.51700781041299e-05	6.18292523817864e-06	1.83093584860478e-05	6.14842890084474e-07	4.49593237091669e-08	8.07602201133141e-07
PSKH2	8	1.83649759589691e-05	5.52525649188503e-06	1.21101546751452e-05	6.46650848965314e-07	6.85656094835202e-08	7.3349282267378e-07
PSMA1	11	1.0800862268412e-05	2.53756976918247e-06	7.40225989392369e-06	4.59015622584563e-07	3.89302425110995e-07	5.13064927780266e-07
PSMA2	7	9.54038587387503e-06	2.58414602611933e-06	6.07989400776545e-06	5.47745154733705e-07	3.08101542384302e-07	4.4655651121333e-07
PSMA3	14	1.03830162660319e-05	2.81698087479981e-06	6.73599984301193e-06	2.48857611195494e-07	5.65874045084958e-07	4.86461561151417e-07
PSMA4	15	9.5018918695622e-06	2.29696192133136e-06	6.46434952136503e-06	4.04315107829648e-07	3.09084205517903e-07	4.97863003993315e-07
PSMA5	1	8.68344708647299e-06	2.22412909012556e-06	5.77460251863449e-06	3.15063004141467e-07	3.5694137380054e-07	4.5985819452745e-07
PSMA6	14	9.37829107855818e-06	2.42308683868627e-06	6.41453364272844e-06	2.6804655845749e-07	2.59035072540469e-07	4.69359396894547e-07
PSMA7	20	1.36133853081505e-05	4.09318048565822e-06	8.8494748713895e-06	4.03825499051108e-07	2.38201200996712e-07	4.73159877834448e-07
PSMA8	18	1.03939618852964e-05	2.67109924769e-06	6.78766241769325e-06	6.58091780576417e-07	2.63554601202845e-07	4.88361801625289e-07
PSMB1	6	1.14330810518409e-05	3.42580054972821e-06	7.41416611694542e-06	3.49298111470797e-07	2.22296601224641e-07	4.5985819452745e-07
PSMB10	16	1.95748568298687e-05	6.88015573973334e-06	1.21347427816627e-05	2.57975805801387e-07	2.87651713791986e-07	5.20665889671628e-07
PSMB11	14	1.70026334533183e-05	4.85769257250856e-06	1.17536991656026e-05	3.56131014041528e-07	1.60901118090062e-08	5.71972382444938e-07
PSMB2	1	1.04988182729843e-05	2.90066900508324e-06	6.86615045322807e-06	4.94667459917074e-07	2.23095493006698e-07	3.83848575600658e-07
PSMB3	17	1.12967496807682e-05	3.25365788688836e-06	7.53649857018005e-06	2.65214046519017e-07	2.27135351061793e-07	3.91449537491461e-07
PSMB4	1	1.63492629062458e-05	4.82015739173254e-06	1.05916437542967e-05	6.47649434821358e-07	2.64926086685873e-07	5.03563725416492e-07
PSMB5	14	9.60499675669138e-06	2.66692068243796e-06	6.52405376196583e-06	3.01686624559592e-07	9.35465520622602e-08	3.87649056547847e-07
PSMB6	17	1.28618142934759e-05	3.70229156062555e-06	8.44665360718698e-06	4.70399268755851e-07	2.24566226368633e-07	4.56057713579709e-07
PSMB7	9	1.18305147829637e-05	3.249077871281e-06	8.0753957649703e-06	1.7431123430231e-07	3.13882790495848e-07	5.28266851567456e-07
PSMB8	6	1.35777031668736e-05	3.70274235815069e-06	9.26205888878955e-06	3.71452008157626e-07	2.21650983197855e-07	5.18765649197934e-07
PSMB9	6	1.07132047217127e-05	3.09371579335362e-06	6.83874680976875e-06	5.60428481646239e-07	2.01486136712374e-07	4.18052904114155e-07
PSMC1	14	1.76742915714605e-05	4.84469137174713e-06	1.17610136542895e-05	6.10621702812963e-07	4.4439208816738e-07	8.38006048709985e-07
PSMC2	7	1.93813683796041e-05	5.11228599760245e-06	1.2887325206969e-05	8.79432266692734e-07	4.84485437973233e-07	8.24704365388255e-07
PSMC3	11	1.92342810620584e-05	5.64942110129861e-06	1.26085094332215e-05	5.2743540208188e-07	4.29649884786964e-07	8.36105808239898e-07
PSMC3IP	17	4.92397758225248e-06	1.33365403493597e-06	3.23761356961752e-06	1.75942110466809e-07	1.58756630506556e-07	2.64133425780067e-07
PSMC4	19	2.2378989652562e-05	6.40647771725377e-06	1.49650678143387e-05	5.38077255862554e-07	4.47601423439559e-07	7.96200758300977e-07
PSMC5	17	1.76949937113906e-05	4.57933012321841e-06	1.22384649135997e-05	4.53928340926783e-07	4.04330119933456e-07	7.58195948834747e-07
PSMC6	14	1.67490398074809e-05	4.0805646630063e-06	1.14059234753697e-05	5.47635184490291e-07	7.0029344152744e-07	7.67697151194279e-07
PSMD1	2	3.69856910771153e-05	9.87976401051174e-06	2.44142159887908e-05	1.55695282022574e-06	1.12201988357051e-06	1.81282941146895e-06
PSMD10	X	8.56666394964743e-06	2.53325564851125e-06	5.64771225785746e-06	1.98823476352097e-07	1.73851316686568e-07	4.31354587425968e-07
PSMD11	17	1.90015035598864e-05	5.40128726438559e-06	1.20042978160543e-05	9.12386951106223e-07	6.57987785241984e-07	8.03801720177877e-07
PSMD12	17	1.97342715781342e-05	5.11345581625116e-06	1.30747463030135e-05	1.09070353073529e-06	4.35830460800706e-07	8.68409896278206e-07
PSMD13	11	1.68365636897555e-05	4.80789053947827e-06	1.07269363923851e-05	7.11219376031303e-07	5.71081418546236e-07	7.20191139367149e-07
PSMD14	2	9.98905298140927e-06	2.62011844326532e-06	7.05484549571011e-06	2.94265844465627e-07	NA	5.90974787186861e-07
PSMD2	3	3.67448884933158e-05	9.38904166353377e-06	2.50043661002763e-05	1.46109670952883e-06	8.7710697866896e-07	1.72731859018171e-06
PSMD3	17	2.50292121113451e-05	6.58773943608594e-06	1.70984127375513e-05	8.54954853058637e-07	4.71439645154153e-07	1.01662865318899e-06
PSMD4	1	1.72612384260479e-05	4.64597754787271e-06	1.17689031381246e-05	4.25581340677308e-07	4.01872883682265e-07	7.18290898895286e-07
PSMD5	9	2.14491727367406e-05	6.13658085776753e-06	1.4263424601258e-05	6.23568956015523e-07	3.97089279109578e-07	9.59621438997143e-07
PSMD6	3	1.83519625807013e-05	5.0374918794816e-06	1.23037143305154e-05	6.96452631327122e-07	2.99627485755379e-07	7.41093784575741e-07
PSMD7	16	1.44924280619113e-05	4.38496908256781e-06	9.20478984044309e-06	5.14212323383891e-07	3.88456815602133e-07	6.1757815380974e-07
PSMD8	19	8.44032604852149e-06	2.60903491189527e-06	5.50002120356071e-06	3.1325056718555e-07	NA	6.66984406119204e-07
PSMD9	12	1.31995324240002e-05	4.02888209665487e-06	8.58977981098512e-06	2.22222413344718e-07	3.30124955756016e-07	4.25653866005222e-07
PSME1	14	9.70420621450912e-06	2.37963460662334e-06	6.71051714765799e-06	2.27163725820209e-07	3.74179747821623e-07	4.76960358786069e-07
PSME2	14	9.41235641240132e-06	2.36853145729911e-06	6.27221305031735e-06	3.11949132142564e-07	4.41827880741236e-07	4.56057713579709e-07
PSME3	17	1.06134195069321e-05	2.61842093320091e-06	7.22894957052769e-06	3.02463648460392e-07	4.45617549794889e-07	5.09264446833978e-07
PSME4	2	6.39601294409991e-05	1.57952063303421e-05	4.24232025990129e-05	3.67593157416281e-06	2.03860799888346e-06	3.504043432703e-06
PSMF1	20	1.45764441770314e-05	4.55985803494947e-06	9.40448017965116e-06	3.21762234476972e-07	2.71521834640946e-07	5.16865408720584e-07
PSMG1	21	1.21798062850034e-05	3.59424954803736e-06	7.72753765242079e-06	5.59913557593611e-07	2.69541659691337e-07	5.49169496775295e-07
PSMG2	18	1.09822092375857e-05	2.92059263847386e-06	7.48550296773693e-06	2.83768631880479e-07	2.70839630438719e-07	5.03563725416492e-07
PSMG3	7	6.7221944431421e-06	2.33012548185191e-06	4.22945910075711e-06	9.49919932605824e-08	4.56583967094752e-08	2.33729578210789e-07
PSORS1C1	6	6.24367259424739e-06	1.86818330838558e-06	3.98747915566603e-06	2.38767779909509e-07	1.35977712721383e-07	2.90736792409747e-07
PSORS1C2	6	6.84589194740734e-06	1.93269511789178e-06	4.51662076520278e-06	3.31767828241307e-07	4.57080988899246e-08	2.603329448382e-07
PSPC1	13	2.85209163720715e-05	7.48714845355215e-06	1.97211074294067e-05	8.31254883414314e-07	4.68329805961966e-07	9.95726007977503e-07
PSPH	7	9.73651802438801e-06	2.80278263401518e-06	6.37665121422923e-06	3.63124395218369e-07	1.73423252450573e-07	4.29454346958384e-07
PSPN	19	4.45098419337083e-06	1.37330847229329e-06	2.85990426111855e-06	1.74677127138906e-07	4.30943327884835e-08	2.98337754301689e-07
PSRC1	1	1.67852018877907e-05	4.1590872241444e-06	1.14676399762628e-05	9.04101822706854e-07	2.39703502364895e-07	6.34680318065155e-07
PSTK	10	1.76648997680992e-05	5.67299071572793e-06	1.09572947550708e-05	7.99359997316372e-07	2.16269259224418e-07	6.63183925167531e-07
PSTPIP1	15	2.13631432131293e-05	7.14193768620002e-06	1.36196147211814e-05	5.86089306340304e-07	NA	7.92400277340818e-07
PSTPIP2	18	1.3528815282738e-05	3.31683436138118e-06	8.64197214241962e-06	9.34466612002379e-07	6.20857865736812e-07	6.36580558545321e-07
PTAFR	1	1.74929929910031e-05	4.94211852050698e-06	1.21105730253533e-05	4.02387525757279e-07	1.82364694586334e-08	6.51782482322586e-07
PTAR1	9	1.37471483228388e-05	3.59557734075176e-06	9.49952199913903e-06	6.27115397190836e-07	NA	7.65796910720136e-07
PTBP1	19	3.72766008794971e-05	1.32215717872515e-05	2.27864624628201e-05	5.05171700609545e-07	7.43936585266122e-07	1.06033418408266e-06
PTBP2	1	2.03842639980339e-05	5.16735277978971e-06	1.36913210323685e-05	8.54356946205339e-07	6.58173702231767e-07	1.01092793176034e-06
PTBP3	9	2.19489511313556e-05	5.5100875323786e-06	1.47784388274045e-05	9.70605395821115e-07	6.6903086947325e-07	1.06223442455875e-06
PTCD1	7	3.71618576523487e-05	1.18997842066333e-05	2.39308727924311e-05	1.03707686004454e-06	2.71713752185088e-07	1.33206857176257e-06
PTCD2	5	1.52228458203199e-05	4.27676837933799e-06	9.90937979349844e-06	6.24421564457241e-07	3.96967376645977e-07	7.39193544086797e-07
PTCD3	2	2.74447278470258e-05	7.01848592796321e-06	1.81773092743749e-05	1.20692884225598e-06	1.01705375208077e-06	1.3111659265548e-06
PTCH1	9	7.7611167767985e-05	2.52645743737225e-05	4.94684294316688e-05	1.9183407317852e-06	9.41751446677369e-07	2.62613233405054e-06
PTCH2	1	5.62932508729255e-05	1.72632615425344e-05	3.69229841944429e-05	1.21212678745986e-06	8.94878349193427e-07	2.17957582281806e-06
PTCHD1	X	3.8928111795954e-05	1.15852267996559e-05	2.63047828493521e-05	9.24463363546913e-07	9.12957516214041e-08	1.68931378072359e-06
PTCHD2	1	8.67532460554837e-05	2.77622766268199e-05	5.60651844222284e-05	2.04360119822382e-06	8.58839272178904e-07	2.64703497922119e-06
PTCHD3	10	3.90382342162161e-05	1.2989680112285e-05	2.47607982990898e-05	1.13810920793581e-06	1.36075313218375e-07	1.45938468345538e-06
PTCHD4	6	1.35994009795925e-05	4.3304671667158e-06	8.94350855593024e-06	3.25425257008258e-07	NA	5.92875027657939e-07
PTCRA	6	8.42348627126634e-06	2.6628375553598e-06	5.41698959635403e-06	2.09107371175431e-07	1.17399601373117e-07	5.64371420560599e-07
PTDSS1	8	2.11530461126806e-05	5.84334111283222e-06	1.36865522421037e-05	1.06150408102488e-06	5.36724174488089e-07	9.00713984314784e-07
PTDSS2	11	2.62531016796626e-05	8.68372000279477e-06	1.59887734332878e-05	8.57730083690309e-07	7.03386173670475e-07	9.2731735094305e-07
PTEN	10	1.50798009457792e-05	3.84647686113611e-06	1.0140251095923e-05	7.24441908689971e-07	3.50793300131798e-07	7.67697151194279e-07
PTER	10	1.43585894107892e-05	3.96877242505554e-06	9.65964162954005e-06	5.70758327252304e-07	1.33837709849005e-07	6.65084165639112e-07
PTF1A	10	8.89116238732179e-06	3.46093702755015e-06	5.14779736683611e-06	2.44540348379646e-07	1.98869577011822e-08	6.251791157012e-07
PTGDR	14	2.3493321307695e-05	7.77838097531932e-06	1.50798190546285e-05	5.67430399717853e-07	4.59939127289289e-08	6.84086570376366e-07
PTGDR2	11	1.00717214878326e-05	3.38354432688895e-06	6.57623525020413e-06	1.11941910848214e-07	NA	7.52495227399752e-07
PTGDS	9	1.15634957335454e-05	3.79633280534128e-06	6.9682086101792e-06	4.27463859222196e-07	3.45778518349294e-07	3.6294593039376e-07
PTGER1	19	7.55810437847949e-06	2.53847007676348e-06	4.89819919854587e-06	1.08520611502187e-07	NA	7.65796910720136e-07
PTGER2	14	2.43535133750889e-05	7.77943312661307e-06	1.58613895941403e-05	6.51593055410412e-07	4.44238232559985e-08	6.82186329901478e-07
PTGER3	1	2.67902222010898e-05	8.80679420246121e-06	1.73039317091871e-05	6.11027352906489e-07	4.35255753960432e-08	7.39193544086797e-07
PTGER4	5	3.16378413548938e-05	1.03148245568794e-05	2.03831411745219e-05	8.74166976813779e-07	4.58688066534978e-08	9.29217591414346e-07
PTGES	9	7.99806111623621e-06	2.57132249761887e-06	5.25503905868288e-06	8.46156409236881e-08	8.70839189186169e-08	2.90736792409747e-07
PTGES2	9	1.94154138553e-05	6.144701363219e-06	1.22882485082614e-05	5.80129925699945e-07	3.86014558906143e-07	7.18290898895286e-07
PTGES3	12	6.21295052656216e-06	1.5273419222506e-06	3.97230236216627e-06	3.94994684497466e-07	3.04015679717679e-07	3.05938716192883e-07
PTGFR	1	1.13021860657867e-05	3.16737327258683e-06	7.62820069599134e-06	3.96679994043447e-07	9.00611432141585e-08	5.66271661035115e-07
PTGFRN	1	4.9769573368607e-05	1.52679877405535e-05	3.26109807437907e-05	1.53422968271835e-06	3.37082904378813e-07	1.67221161646447e-06
PTGIR	19	1.62570591035673e-05	5.63434396908121e-06	1.0090329733796e-05	4.68423388417344e-07	4.31555652573188e-08	7.35393063151842e-07
PTGIS	20	2.56053230559664e-05	7.58406527991435e-06	1.68016521466106e-05	8.18671120222716e-07	3.73026306257011e-07	9.52020477107201e-07
PTGR1	9	1.2660839162356e-05	3.43416531894329e-06	8.54610686045464e-06	3.04621814401957e-07	3.51009779901366e-07	6.27079356177469e-07
PTGR2	14	1.24609607940554e-05	3.11939510459372e-06	8.42848523683929e-06	5.41220092549795e-07	3.57240980211634e-07	6.68884646588924e-07
PTGS1	9	3.08621129129714e-05	8.47032954273048e-06	2.07860413557451e-05	8.94932739432844e-07	6.92814360036132e-07	1.14014428394392e-06
PTGS2	1	2.32926324281557e-05	5.95566746784841e-06	1.59217647013175e-05	8.97035005496151e-07	4.9618892355332e-07	1.14964548631323e-06
PTH	11	4.13700213544066e-06	1.05471221978525e-06	2.83341052778311e-06	1.88154937522352e-07	4.19285909025473e-08	2.20427894899239e-07
PTH1R	3	3.07574765084886e-05	9.18328786071159e-06	2.0250169069573e-05	8.14857301947602e-07	4.87418048943182e-07	1.12874284111085e-06
PTH2	19	7.33995691048215e-06	2.46956819436626e-06	4.76561181474019e-06	6.1447378140512e-08	2.5300552082234e-08	1.91924287797669e-07
PTH2R	2	2.36242388031712e-05	6.66305837783506e-06	1.5398285322986e-05	1.01056481776059e-06	5.34488297229552e-07	1.04703250075965e-06
PTHLH	12	1.04398457740514e-05	3.00509366102857e-06	6.82478032276116e-06	5.55396023624231e-07	3.92616166849862e-08	3.34442323289827e-07
PTK2	8	4.47825539816779e-05	1.16879281291084e-05	2.97107744998005e-05	2.13313823735887e-06	1.23260526320729e-06	2.02565634448811e-06
PTK2B	8	5.35190676096328e-05	1.53855726320636e-05	3.49609071139548e-05	1.62306504912899e-06	1.54952281508712e-06	1.91924287797669e-06
PTK6	20	2.56303761191286e-05	8.59200870833397e-06	1.59697742238733e-05	6.80150411752244e-07	3.88442775204178e-07	8.58908693908894e-07
PTK7	6	5.65778308724432e-05	1.61154562185776e-05	3.820831768484e-05	1.40229567175882e-06	8.32808671107685e-07	2.03515754684828e-06
PTMA	2	5.72465496341526e-06	1.99247821085625e-06	3.42849614380726e-06	1.11054608114328e-07	1.73062690494946e-07	2.12826933004562e-07
PTMS	12	3.49407905449822e-06	1.09201021406435e-06	2.12584765911458e-06	1.47157268802327e-07	1.10093942345662e-07	1.95724768743018e-07
PTN	7	6.5696663423314e-06	1.60960576993878e-06	4.39989091657862e-06	4.13002410333045e-07	1.34093109541274e-07	3.21140639977516e-07
PTOV1	19	2.1351414971541e-05	6.48405347222966e-06	1.3568281469153e-05	5.98962825456755e-07	6.78993355487506e-07	7.92400277340818e-07
PTP4A1	6	7.63981438614583e-06	1.72009362810395e-06	5.47464305749591e-06	2.51683274574893e-07	1.73506060807164e-07	3.30641842344532e-07
PTP4A2	1	7.31329566315502e-06	1.75913353974392e-06	4.93246052915963e-06	4.26971482903826e-07	1.7278673210473e-07	3.19240399510018e-07
PTP4A3	8	1.06215051693996e-05	3.23517392344417e-06	7.08849577596682e-06	1.39910607900584e-07	1.37356650039056e-07	3.30641842344532e-07
PTPDC1	9	2.99570670962905e-05	7.74238594238564e-06	2.04093120196758e-05	1.43067594383228e-06	3.5643451855572e-07	1.43468155731082e-06
PTPLA	10	7.68693468297024e-06	1.91254821508705e-06	5.29425368252767e-06	2.29570423933937e-07	2.37478531030717e-07	5.49169496775295e-07
PTPLAD1	15	1.50569129923002e-05	3.9113665961656e-06	1.02403852143952e-05	8.92313581488733e-07	NA	6.89787291798035e-07
PTPLAD2	9	7.95894258413505e-06	2.16238595357464e-06	5.19064386960637e-06	3.45022522075296e-07	2.42090133209239e-07	4.42756030272663e-07
PTPLB	3	6.66634162963914e-06	1.85423723636629e-06	4.5120928308434e-06	3.00011562513634e-07	NA	4.84561320675819e-07
PTPMT1	11	1.04433366134901e-05	3.20176501803591e-06	6.84333838197783e-06	2.35127192954473e-07	1.34636554788779e-07	3.83848575600658e-07
PTPN1	20	2.03110729026468e-05	6.06611817044646e-06	1.27298617164407e-05	1.11113764736349e-06	3.78307818279015e-07	8.28504846342231e-07
PTPN11	12	2.75190656253149e-05	7.8093835171229e-06	1.79513199381662e-05	1.14216789762528e-06	5.91123561719752e-07	1.12874284111085e-06
PTPN12	7	2.77087611751039e-05	6.9601052340223e-06	1.86198324424059e-05	1.35846385824761e-06	7.41862397298523e-07	1.48408780962202e-06
