gene	gene_id	R2	p_value_adj
DNAAF3	ENSG00000167646	0.569143268260085	7.35911029530745e-13
PSCA	ENSG00000167653	0.806544403040716	7.3284968474338e-46
ATCAY	ENSG00000167654	0.591126731906776	2.16115175024197e-09
DAPK3	ENSG00000167657	0.842376055384558	1.23352877943102e-29
EEF2	ENSG00000167658	0.565224604986479	1.57111179394262e-09
CHAF1A	ENSG00000167670	0.598139278075071	1.56587568906829e-13
UBXN6	ENSG00000167671	0.77981043976778	1.47743044525023e-25
HDGFRP2	ENSG00000167674	0.808576886376549	2.69356979226384e-35
PLIN4	ENSG00000167676	0.603844710455799	2.17343973721673e-12
SEMA6B	ENSG00000167680	0.697317559077118	3.54226237493853e-15
ZNF444	ENSG00000167685	0.67892156627621	2.02324326734552e-16
NXN	ENSG00000167693	0.768088498176398	8.21147502779203e-22
MFSD3	ENSG00000167700	0.57929070660024	1.53257937766603e-09
GPT	ENSG00000167701	0.749181523050435	9.09190428751223e-23
KIFC2	ENSG00000167702	0.577733378694518	6.06964786208437e-10
SLC43A2	ENSG00000167703	0.473772754047333	6.54795199593594e-07
RILP	ENSG00000167705	0.927789190074224	1.87347592012783e-85
SERPINF2	ENSG00000167711	0.833652930317214	7.0865402771287e-38
WDR81	ENSG00000167716	0.541305948626477	2.55313638892858e-09
TRPV3	ENSG00000167723	0.495161739123465	5.67445637366622e-08
HSD11B1L	ENSG00000167733	0.416049045715588	1.17467766225911e-07
CYB5D2	ENSG00000167740	0.517598984853147	6.27192420772051e-10
GGT6	ENSG00000167741	0.753296756619753	8.63067839529783e-32
C19orf48	ENSG00000167747	0.734818793754435	9.66223545506655e-19
KLK2	ENSG00000167751	5.56150267763518e-15	NA
KLK6	ENSG00000167755	0.894046219784968	1.33029173626749e-84
KLK11	ENSG00000167757	0.490066677222831	3.72245740610987e-25
KRT80	ENSG00000167767	0.388540590360037	1.07040612267363e-07
KRT1	ENSG00000167768	0.443515949321468	1.34860586497695e-09
OTUB1	ENSG00000167770	0.733070264691045	5.88867712950644e-21
RCOR2	ENSG00000167771	0.725455932047713	7.66496001592807e-16
CD320	ENSG00000167775	0.743356770137084	2.71227779422791e-22
IGFBP6	ENSG00000167779	0.856007668851704	2.42889459239283e-38
SOAT2	ENSG00000167780	0.691109551610402	5.5268479767795e-21
ZNF558	ENSG00000167785	0.700802205476255	4.63559821291711e-16
CABP2	ENSG00000167791	0	NA
NDUFV1	ENSG00000167792	0.931444159637683	4.17986130155414e-96
CDK2AP2	ENSG00000167797	0.792677831038132	2.82624586779941e-24
NUDT8	ENSG00000167799	0.82712933601789	1.2071441810372e-30
TBX10	ENSG00000167800	0	NA
PRDX2	ENSG00000167815	0.81511537361957	5.16923865170535e-33
MIS12	ENSG00000167842	0.574952831511986	1.56743059574668e-10
CD300C	ENSG00000167850	0.117396621563303	1.27358038538972e-06
TEKT1	ENSG00000167858	0.23801407994446	1.54811638312182e-10
HID1	ENSG00000167861	0.73269626249337	1.38506641555751e-15
ICT1	ENSG00000167862	0.700909114902227	5.85440695368408e-17
ATP5H	ENSG00000167863	0.91350693293537	5.93823124971379e-71
TMEM88	ENSG00000167874	0.890817363230518	2.27520835475733e-55
EVPL	ENSG00000167880	0.924271754801234	7.14778734081274e-169
MGAT5B	ENSG00000167889	0.683634704275425	4.25146513822645e-35
TMC8	ENSG00000167895	0.607307608756107	1.08004231952539e-11
TK1	ENSG00000167900	0.782818430480276	8.66974547557690e-25
TMEM68	ENSG00000167904	0.747474123779459	1.44337347932745e-21
GSDMA	ENSG00000167914	0.237494910423949	3.36201621432698e-05
KRT24	ENSG00000167916	0.172380440324009	2.6140081042428e-08
TMEM99	ENSG00000167920	0.629233534188613	9.40333632867895e-11
GHDC	ENSG00000167925	0.723570124147609	5.92771004866358e-15
ITFG3	ENSG00000167930	0.766880457219567	1.47566126937523e-21
SOST	ENSG00000167941	0.855229043236537	4.59420729728488e-42
ZNF598	ENSG00000167962	0.77916562857577	1.10715304874689e-30
MLST8	ENSG00000167965	0.770298108121988	4.93215974203764e-25
E4F1	ENSG00000167967	0.735225198947624	1.44076525059267e-24
DNASE1L2	ENSG00000167968	0.478035828098417	7.62110755939301e-11
ECI1	ENSG00000167969	0.915408272439071	1.46525688401812e-73
CASKIN1	ENSG00000167971	0.810619916354198	2.75927980482567e-24
KCTD5	ENSG00000167977	0.778624826478805	1.63003169825895e-22
SRRM2	ENSG00000167978	0.576922727427504	4.90970719087743e-11
VPS37C	ENSG00000167987	0.584971335781382	1.74454856558789e-11
RAB3IL1	ENSG00000167994	0.494939034694386	5.26552441978167e-09
BEST1	ENSG00000167995	0.517596868436707	7.43092453402143e-13
FTH1	ENSG00000167996	0.778213733946422	4.34148354734822e-26
BSCL2	ENSG00000168000	0.406160412343084	3.89196083855268e-07
SLC3A2	ENSG00000168003	0.518414031365058	9.83565292593826e-10
C11orf84	ENSG00000168005	0.795476281880826	8.35516260367138e-28
ATG16L2	ENSG00000168010	0.500890866276346	7.48922814295e-08
TRANK1	ENSG00000168016	0.80351404820311	6.62374712104956e-24
ENTPD3	ENSG00000168032	0.53473635933465	5.69947127743181e-12
ULK4	ENSG00000168038	0.527617142038009	2.58286358632633e-10
SAC3D1	ENSG00000168061	0.573765066997291	3.14442510641668e-10
SLC22A11	ENSG00000168065	0.3877258044495	8.65617780629824e-06
MAP4K2	ENSG00000168067	0.750889706642993	2.76829302142638e-25
C11orf85	ENSG00000168070	0.151837518062501	2.87876607384771e-11
CCDC88B	ENSG00000168071	0.543663058662097	5.74375243446529e-11
PBK	ENSG00000168078	0.490162575299066	1.07272894221849e-07
SCARA5	ENSG00000168079	0.836595918136336	1.87392898545306e-37
PNOC	ENSG00000168081	0.388639337742253	4.04271990647353e-07
COPS6	ENSG00000168090	0.663040465511851	2.34196343080638e-15
PAFAH1B2	ENSG00000168092	0.579724216701277	8.47717253034979e-11
ANKS3	ENSG00000168096	0.552512036170876	1.10731330655405e-08
NUDT16L1	ENSG00000168101	0.736414769086583	1.42232214919907e-21
KIAA1586	ENSG00000168116	0.512161071366379	4.28627720347828e-08
KCNJ4	ENSG00000168135	0.93845663252368	1.16583251038291e-121
VASN	ENSG00000168140	0.488157779996892	1.08291341988215e-05
THAP9	ENSG00000168152	0.595851490270629	1.74957805821701e-12
RNF187	ENSG00000168159	0.654227925340455	4.17661552789706e-11
HOOK3	ENSG00000168172	0.593628629060084	3.50551837288924e-10
RBPJ	ENSG00000168214	0.533447680629156	2.98256050873018e-09
LMBRD1	ENSG00000168216	0.830981632157606	9.65133344378833e-35
PTGDR	ENSG00000168229	0.400634607196902	7.54824083228209e-22
TTC39C	ENSG00000168234	0.767972841502835	5.38645004448316e-22
GLYCTK	ENSG00000168237	0.693489631688134	4.71776259299897e-12
GNG4	ENSG00000168243	0.629851056020552	4.12705585403442e-11
UBTD2	ENSG00000168246	0.800521441496988	2.17991643332212e-24
NKIRAS2	ENSG00000168256	0.606993916177418	2.26066266477828e-11
NT5DC2	ENSG00000168268	0.466122798394166	3.53526768708426e-08
FOXI1	ENSG00000168269	0.879735479825163	3.15692384415896e-72
SMIM4	ENSG00000168273	0.790976322915145	1.34127744538129e-25
COA6	ENSG00000168275	0.702212163612025	5.75605949917198e-17
KIF5C	ENSG00000168280	0.706271210107536	4.80661145320176e-17
MGAT2	ENSG00000168282	0.634191005720548	5.15311475868044e-12
BMI1	ENSG00000168283	0.711647398280362	9.04922483756204e-24
MMADHC	ENSG00000168288	0.683742064711785	1.69439359440649e-15
PDHB	ENSG00000168291	0.830412663118691	1.69281440404823e-36
KCTD6	ENSG00000168301	0.593349022901961	9.56398225983535e-12
ACOX2	ENSG00000168306	0.662667794675806	2.33507372128957e-13
FAM107A	ENSG00000168309	0.728438448081077	1.63294176811662e-24
IRF2	ENSG00000168310	0.594552360529266	2.63480178963846e-11
CX3CR1	ENSG00000168329	0.74246164733281	1.76985485353032e-33
XIRP1	ENSG00000168334	0.941176195953241	1.36723195859199e-129
INSM2	ENSG00000168348	0.513355543001407	5.36173523746146e-09
DEGS2	ENSG00000168350	0.41891009383784	5.77608109280389e-11
SCN11A	ENSG00000168356	0.704500347119194	3.39591178919695e-18
ARF4	ENSG00000168374	0.630247491636281	1.39440559089852e-12
SEPT2	ENSG00000168385	0.599217629241121	3.80461825177342e-11
FILIP1L	ENSG00000168386	0.61077063161741	2.80713750576178e-12
MFSD2A	ENSG00000168389	0.335735240589077	2.15163237524241e-06
TAP1	ENSG00000168394	0.826089132153299	2.87441219313995e-36
ING5	ENSG00000168395	0.503655431810731	3.20957093053664e-09
ATG4B	ENSG00000168397	0.77379730963582	4.2044390424183e-27
BDKRB2	ENSG00000168398	0.475699421757069	1.26541099990475e-07
RFWD3	ENSG00000168411	0.735197707901158	1.38470266281689e-19
MTNR1A	ENSG00000168412	0.206961442733639	4.69156358855677e-09
RHOH	ENSG00000168421	0.227482515428404	3.09734807485808e-06
KLHL30	ENSG00000168427	0.95782029317269	9.71181849681456e-308
CDC40	ENSG00000168438	0.682746938585264	1.17980064342855e-13
REEP4	ENSG00000168476	0.759047148681091	3.62590073836641e-23
TNXB	ENSG00000168477	0.701123039866316	6.88933536116631e-17
BMP1	ENSG00000168487	0.578408390996434	1.27292550605212e-11
ATXN2L	ENSG00000168488	0.758667936251719	1.11915715139087e-22
PHYHIP	ENSG00000168490	0.569593650918114	1.43771457235838e-09
CCDC110	ENSG00000168491	0.342985703476938	4.3170135506514e-12
SDPR	ENSG00000168497	0.679351675908152	1.10038411918663e-15
GBX2	ENSG00000168505	0.375896531407135	9.81342160891965e-15
HEXIM2	ENSG00000168517	0.608452187972974	2.31082053446819e-12
FNTA	ENSG00000168522	0.589986308565246	5.6602792032353e-11
SERINC2	ENSG00000168528	0.744466143605387	5.49714496640881e-17
TRAPPC11	ENSG00000168538	0.631694046081715	1.03160441010807e-11
CHRM1	ENSG00000168539	0.232445979466602	2.0347774356142e-07
GFRA2	ENSG00000168546	0.721087937137105	1.97206502480691e-21
TMEM223	ENSG00000168569	0.882985605918686	2.86385356779431e-48
SLC20A2	ENSG00000168575	0.669391586565769	5.05634411358638e-14
DYNLRB2	ENSG00000168589	0.651011395903739	9.88752673733474e-85
TMUB2	ENSG00000168591	0.517058123532272	1.13344459868405e-08
NBPF9	ENSG00000168614	0.637698264011832	1.3461272245663e-12
ADAM9	ENSG00000168615	0.682725770811993	1.75444174052827e-14
GDNF	ENSG00000168621	0.931467570327576	7.70478107589889e-84
NDUFS5	ENSG00000168653	0.850150241826283	7.29910480381486e-41
UGT3A2	ENSG00000168671	0.663106528209416	7.53496151345166e-22
FAM84B	ENSG00000168672	0.537648543564425	3.14291098714928e-08
LDLRAD4	ENSG00000168675	0.744728081017265	1.06830166515778e-22
SLC16A4	ENSG00000168679	0.790676200396901	2.95527706365041e-26
IL7R	ENSG00000168685	0.510995926468241	2.40792650836939e-13
TMEM208	ENSG00000168701	0.423306653457553	1.38596485919198e-06
LRP1B	ENSG00000168702	0.506171548131139	6.07043270819521e-07
AHCYL1	ENSG00000168710	0.625210495136715	4.99995853402931e-11
DNAJC21	ENSG00000168724	0.759570196724498	8.33897240662082e-24
PKIG	ENSG00000168734	0.794663994421729	4.23756555049336e-27
CA7	ENSG00000168748	0.251670516107594	4.21409799642525e-06
SEMA4C	ENSG00000168758	0.729484230229758	1.43051846750781e-22
GSTM4	ENSG00000168765	0.894627171638257	8.53786823580371e-61
CXXC4	ENSG00000168772	0.73138980905489	3.74083476652011e-16
TCTN2	ENSG00000168778	0.865495224054045	4.27977000418904e-41
SHOX2	ENSG00000168779	0.784210617633413	4.012274779413e-36
PPIP5K1	ENSG00000168781	0.696049563858991	2.64232221178867e-16
TSPAN5	ENSG00000168785	0.537771406528406	3.50621262251388e-10
ADAL	ENSG00000168803	0.715293709177076	7.04469611941303e-22
SNTB2	ENSG00000168807	0.497447849372223	3.7149612412187e-09
ZNF507	ENSG00000168813	0.517959331748759	5.53070506949064e-08
NSG1	ENSG00000168824	0.692723511407376	1.03981929915485e-16
HTR1E	ENSG00000168830	0.664355066268587	1.02854642738824e-24
FSTL5	ENSG00000168843	0.83287173224227	6.47800623103546e-46
DDX19A	ENSG00000168872	0.696804931751357	1.78883112953886e-15
ATOH8	ENSG00000168874	0.754339004040711	5.74367880385335e-22
ANKRD49	ENSG00000168876	0.794318103991676	2.6474351751853e-27
TNIP2	ENSG00000168884	0.718291319312284	4.46048924859481e-19
TMEM150A	ENSG00000168890	0.570855663501092	2.56203652043157e-07
VAMP5	ENSG00000168899	0.511862863671154	3.13347626465059e-06
LRRC28	ENSG00000168904	0.706953090091967	7.42531449922463e-14
PLA2G4F	ENSG00000168907	0.89709440853444	5.8751612576466e-116
ENHO	ENSG00000168913	0.540496656564357	7.35176313369071e-20
ZNF608	ENSG00000168916	0.66155060601394	5.84401921524941e-15
LETM1	ENSG00000168924	0.730875978253853	9.30709712524089e-23
TMEM129	ENSG00000168936	0.834182321247172	2.12571582061171e-34
PPIC	ENSG00000168938	0.975728844868252	8.49422158858311e-249
STXBP6	ENSG00000168952	0.41279254136294	2.60330722768395e-07
MFF	ENSG00000168958	0.672347892571893	3.41767820329218e-15
GRM5	ENSG00000168959	0.285446719993567	1.53171724423579e-15
LGALS9	ENSG00000168961	0.548437849232633	1.07031208955479e-07
PXDC1	ENSG00000168994	0.615984164869115	1.03821832212134e-09
COMMD8	ENSG00000169019	0.639487314700885	2.28291798227797e-12
ATP5I	ENSG00000169020	0.891555279096239	3.87446568475561e-53
UQCRFS1	ENSG00000169021	0.804367015668019	6.69167349463879e-33
MFSD7	ENSG00000169026	0.568937250744848	5.70981601023193e-12
COL4A3	ENSG00000169031	0.952879690033714	4.6921468547596e-209
KLK7	ENSG00000169035	0.65511191367196	3.3483284098474e-33
ZBBX	ENSG00000169064	0.756797551008224	2.64882027353049e-80
ACTBL2	ENSG00000169067	0.325841667022841	1.2501733357384e-17
SLC25A6	ENSG00000169100	0.747866442099258	2.85791222601883e-23
PARM1	ENSG00000169116	0.728529326604859	1.10699477487653e-14
CSNK1G1	ENSG00000169118	0.791027386992078	2.99361906875089e-26
FAM110B	ENSG00000169122	0.640904246706983	1.11734095146639e-10
AFAP1L2	ENSG00000169129	0.858207310975527	5.34202904727526e-44
ZNF354A	ENSG00000169131	0.573688178062232	8.13192405451609e-08
UBE2V2	ENSG00000169139	0.690320494902985	2.04284915347945e-16
GOT1L1	ENSG00000169154	0.127815854993732	7.55879065011432e-05
ZBTB43	ENSG00000169155	0.599710628309451	1.31008315168851e-10
CPT1C	ENSG00000169169	0.586511563947658	2.53624751044796e-09
PCSK9	ENSG00000169174	0.831451130147651	1.24917077662403e-62
XPO6	ENSG00000169180	0.725530272355656	4.76579062540172e-18
GSG1L	ENSG00000169181	0.414137999705953	6.72634605673718e-16
MN1	ENSG00000169184	0.663196304889562	3.10432329949841e-10
APEX2	ENSG00000169188	0.601223000469951	5.53227117396277e-13
CCDC126	ENSG00000169193	0.798995205217034	1.33472161511454e-29
RAB3B	ENSG00000169213	0.876141274545227	6.99913423683554e-75
CD2BP2	ENSG00000169217	0.510012560176798	5.79442225403524e-10
RSPO1	ENSG00000169218	0.603282569307553	3.02755868126653e-12
RGS14	ENSG00000169220	0.665092038325766	1.1402537841031e-12
TBC1D10B	ENSG00000169221	0.729110647411853	4.2328518786876e-21
LMAN2	ENSG00000169223	0.637948710769911	2.25774444625002e-12
RAB24	ENSG00000169228	0.584968182005904	5.53557110009633e-10
CA5B	ENSG00000169239	0.552677034689741	6.55361211283551e-10
EFNA1	ENSG00000169242	0.591494186634335	4.83601631140511e-08
CXCL10	ENSG00000169245	0.562194444358887	3.17218052236977e-22
SH3TC2	ENSG00000169247	0.818402778588381	1.8139249910028e-41
ADRB2	ENSG00000169252	0.847995180065323	1.09428135734603e-62
B3GALNT1	ENSG00000169255	0.881688486003209	6.69586117798084e-48
GPRIN1	ENSG00000169258	0.764279822810114	9.19024462868452e-22
HSPB3	ENSG00000169271	0.950574082971521	1.01371823197269e-126
KCNAB1	ENSG00000169282	0.83754257609108	6.66185043545852e-37
SHE	ENSG00000169291	0.556657736112753	2.72664915043447e-09
PGM2	ENSG00000169299	0.702750033334225	8.43899677673083e-16
STK32A	ENSG00000169302	0.907898568167954	3.64123165304028e-73
P2RY12	ENSG00000169313	0.436968670044446	5.42939573993397e-18
C22orf15	ENSG00000169314	0.651114058269139	9.95649448121171e-28
KIAA1024	ENSG00000169330	0.732824528937296	1.2111510075268e-18
GP2	ENSG00000169347	0.510906463831101	4.84739159274138e-14
SNUPN	ENSG00000169371	0.481561653006115	1.40302079083697e-07
CRADD	ENSG00000169372	0.825303615339551	3.47338878225569e-28
ARL13B	ENSG00000169379	0.794422608404158	2.81347448330749e-27
RNASE2	ENSG00000169385	0.264299753975889	4.65987725212256e-11
ELSPBP1	ENSG00000169393	0.354203395347871	4.07900366603814e-11
PTAFR	ENSG00000169403	0.57029940483432	1.81006539939664e-10
PTPN9	ENSG00000169410	0.644142423912473	5.82667939913395e-12
RNASE6	ENSG00000169413	0.744375309820491	7.08481630341031e-44
NPR1	ENSG00000169418	0.691796103310932	1.3353371481873e-10
SCN9A	ENSG00000169432	0.63861079828113	9.56196364134416e-13
RASSF6	ENSG00000169435	0.81992181226359	1.75252056396419e-68
COL22A1	ENSG00000169436	0.765782732227456	5.0396838851921e-25
SDC2	ENSG00000169439	0.669030235615025	1.7185941482758e-13
CD52	ENSG00000169442	0.517499120222778	8.02218644422973e-13
TM2D2	ENSG00000169490	0.580996434155821	6.76763435958355e-11
PLEKHA2	ENSG00000169499	0.769138278567476	3.81141595995912e-21
CLIC4	ENSG00000169504	0.715327264698175	1.35223151278397e-17
SLC38A11	ENSG00000169507	0.715521924809243	8.86060222377997e-20
GPR183	ENSG00000169508	0.647276072400731	9.81579065178178e-14
METTL15	ENSG00000169519	0.417037155854984	7.14644879590045e-07
MUC15	ENSG00000169550	0.570085448460731	2.29366693009427e-16
ZEB2	ENSG00000169554	0.57509583836152	5.62724475558927e-10
GJB1	ENSG00000169562	0	NA
PCBP1	ENSG00000169564	0.545062455051585	5.12066904384246e-09
DTWD2	ENSG00000169570	0.63938675466932	1.32284344770956e-12
CLIC3	ENSG00000169583	0.330194987652913	2.11011498270297e-06
INO80E	ENSG00000169592	0.660767905174525	1.71924547334685e-12
BNC1	ENSG00000169594	0.857513833068508	1.69237426087e-40
DFFB	ENSG00000169598	0.583745560389289	4.5631373964418e-11
NFU1	ENSG00000169599	0.689029170839556	9.97943349486117e-18
C15orf40	ENSG00000169609	0.653879083824886	9.72137350370476e-16
FAM103A1	ENSG00000169612	0.597352372540412	3.08441774424094e-13
PROKR1	ENSG00000169618	0.160240203288496	1.87478192310519e-14
APLF	ENSG00000169621	0.628648651725117	1.49492987539772e-12
HIC2	ENSG00000169635	0.826824826664177	3.46742982381244e-40
HEXDC	ENSG00000169660	0.703952247936344	6.86427172913837e-19
DRD5	ENSG00000169676	0.561677927216343	1.07146406557164e-35
LRRC45	ENSG00000169683	0.629987868859469	3.65628298148241e-15
CHRNA5	ENSG00000169684	0.668218914903233	3.06376587402495e-17
STRA13	ENSG00000169689	0.754187184842303	7.9848003251815e-23
AGPAT2	ENSG00000169692	0.688341718441205	2.35153166357064e-16
ASPSCR1	ENSG00000169696	0.745412083795979	3.17724861716488e-25
FASN	ENSG00000169710	0.780584851610253	4.72147447237115e-26
MT1E	ENSG00000169715	0.873511405504574	2.24190247882956e-43
DUS1L	ENSG00000169718	0.730487977200562	7.15805431357684e-22
GPS1	ENSG00000169727	0.815796064536362	2.96698489841113e-36
RFNG	ENSG00000169733	0.721357412467639	2.52787580712666e-21
DCXR	ENSG00000169738	0.779694023384242	2.64429835399703e-22
LDB2	ENSG00000169744	0.721944240987975	4.63745122905866e-18
RAC3	ENSG00000169750	0.606640963339718	2.13522435370182e-11
NRG4	ENSG00000169752	0.59300780063714	8.25813825792492e-25
C15orf27	ENSG00000169758	0.805145509173804	4.57962108530144e-36
NLGN1	ENSG00000169760	0.696285707659282	7.63054063533923e-15
TAPT1	ENSG00000169762	0.578804169728659	8.60669628045688e-12
UGP2	ENSG00000169764	0.909167500092654	1.38341533450698e-67
LINGO1	ENSG00000169783	0.574399053057574	2.45116018848387e-11
BTD	ENSG00000169814	0.668917624269431	6.96517018964048e-11
TACR3	ENSG00000169836	0.74353752794829	9.58312839497896e-46
ROBO1	ENSG00000169855	0.687091322030858	1.70252818776426e-14
AVEN	ENSG00000169857	0.577528474147308	2.79417662869295e-09
CTNND2	ENSG00000169862	0.855722534626374	4.7830607767195e-36
AHSP	ENSG00000169877	0.503410948637551	5.02915155738607e-08
REPS2	ENSG00000169891	0.617076379827621	2.0645174479307e-11
MUC3A	ENSG00000169894	0.480336044945674	1.85866825009575e-10
SYAP1	ENSG00000169895	0.719733472310316	1.57848669012668e-16
ITGAM	ENSG00000169896	0.614869228662963	1.37750687355745e-13
TPST1	ENSG00000169902	0.792972781229943	1.53305877186414e-26
TM4SF4	ENSG00000169903	0.604213761989853	4.068329390292e-10
TOR1AIP2	ENSG00000169905	0.6071170707017	8.8406664729358e-12
TM4SF1	ENSG00000169908	0.616743101440616	2.08013938328271e-14
OTUD3	ENSG00000169914	0.802338804787576	1.34378895177712e-29
OTUD7A	ENSG00000169918	0.182110183934592	1.34889348505889e-06
BRD3	ENSG00000169925	0.521377200983194	1.30021973024464e-09
ZFPM2	ENSG00000169946	0.771799433630165	1.16174296566134e-21
ZNF768	ENSG00000169957	0.699303585357173	3.81330335106871e-19
TAS1R3	ENSG00000169962	0.315233972529734	8.60014218321778e-11
MAP3K2	ENSG00000169967	0.697991243429143	6.04772083183552e-18
PUSL1	ENSG00000169972	0.702043726345749	9.53495586878505e-18
SF3B5	ENSG00000169976	0.706886844819512	3.65876553723029e-20
TIGD4	ENSG00000169989	0.399639851167092	2.07772405845409e-14
IFFO2	ENSG00000169991	0.899160718101267	1.23904059145572e-60
NLGN2	ENSG00000169992	0.796158803047725	4.3775588987783e-28
MYO7B	ENSG00000169994	0.851069090995006	1.41186648139679e-74
CHD3	ENSG00000170004	0.886269490110087	4.51318848854137e-52
TMEM154	ENSG00000170006	0.46720988404019	8.68312728387137e-13
MYRIP	ENSG00000170011	0.698240942055283	2.57043121545721e-21
ALCAM	ENSG00000170017	0.716714173431071	1.85215604003965e-16
UBE2E3	ENSG00000170035	0.717849609746073	1.01170618163261e-17
CNTROB	ENSG00000170037	0.695033733557083	4.70586623278534e-18
TRAPPC1	ENSG00000170043	0.589523604093117	1.39704085288792e-10
ZPLD1	ENSG00000170044	0.621468468259045	1.09301829954798e-38
KCNAB3	ENSG00000170049	0.807002614625672	5.79518566475538e-25
SIMC1	ENSG00000170085	0.843892564249131	4.01404927151322e-32
NSG2	ENSG00000170091	0.581386582362059	4.65755391373774e-08
SERPINA6	ENSG00000170099	0.785969957887572	2.69543554143726e-27
NIPA1	ENSG00000170113	0.473070316051812	2.77801330743368e-06
HNRNPA3	ENSG00000170144	0.49526403842662	1.08238412913099e-08
RNF150	ENSG00000170153	0.585690582430375	3.28194718840278e-11
HOXD4	ENSG00000170166	0.901307923997545	2.75808528868322e-133
CHRNB1	ENSG00000170175	0.670391211241744	1.97287859585432e-12
GYPA	ENSG00000170180	0.724968937952281	1.29703539046692e-22
USP38	ENSG00000170185	0.688616022235313	1.05712760083053e-12
SLC16A5	ENSG00000170190	0.663173516282027	1.99432643073049e-14
ADRA1B	ENSG00000170214	0.363618628804815	2.9311007603154e-08
PWWP2A	ENSG00000170234	0.593357394187624	2.13178923900859e-10
PDCD6IP	ENSG00000170248	0.641642813864424	8.83884417230875e-12
ZNF212	ENSG00000170260	0.557731008604466	6.58977170078479e-10
FAM161A	ENSG00000170264	0.577408992856217	3.28251165982621e-13
ZNF282	ENSG00000170265	0.673355197399201	3.67146492664267e-15
GLB1	ENSG00000170266	0.253721260952653	0.00101766504874069
HSPB2	ENSG00000170276	0.71623785260966	3.16556511253584e-55
CNGB3	ENSG00000170289	0.141681057739535	2.92105344614468e-08
SLN	ENSG00000170290	0.570539240297207	2.08312596919926e-10
CMTM8	ENSG00000170293	0.308226508791058	9.18772965483457e-05
NFRKB	ENSG00000170322	0.715285609863673	2.38335529575214e-19
FABP4	ENSG00000170323	0.93109711280633	1.58747623126447e-108
PRDM10	ENSG00000170325	0.719850884141673	2.0545073671179e-18
B3GNT2	ENSG00000170340	0.560311539365098	2.10977920862161e-08
TMED10	ENSG00000170348	0.396363119986352	7.23062280467839e-05
SMAD1	ENSG00000170365	0.5484526865376	8.83657823089106e-10
EMX2	ENSG00000170370	0.94074714085664	7.8755631173567e-123
SP7	ENSG00000170374	0.158923500036864	6.61232812245966e-08
FAM115C	ENSG00000170379	0.58892307038215	6.12453163572883e-14
LRRN2	ENSG00000170382	0.498317868045926	1.74016850775688e-08
DCLK2	ENSG00000170390	0.896095813296881	1.83454279565507e-65
ZNF804A	ENSG00000170396	0.632965456792889	8.78250795276369e-12
GPRC5C	ENSG00000170412	0.786523298802233	9.20023311432092e-20
KRT8	ENSG00000170421	0.844888505576661	6.24164765908458e-33
ADORA2B	ENSG00000170425	0.721908075398384	5.23466232700618e-26
MGMT	ENSG00000170430	0.698162450439047	3.68224254466731e-14
NFXL1	ENSG00000170448	0.789658484060426	2.5380571342547e-24
SPATA24	ENSG00000170469	0.867210005743281	2.61685219056992e-43
WIBG	ENSG00000170473	0.418280954596697	1.18657251243693e-06
KRT74	ENSG00000170484	0.196120443553209	2.89443373264406e-10
NPAS2	ENSG00000170485	0.846799254079876	3.42782331200249e-33
LONRF2	ENSG00000170500	0.694054358449916	3.5584117258413e-16
ELOVL6	ENSG00000170522	0.593140620768091	6.94354148009474e-09
TMC7	ENSG00000170537	0.516868934046607	1.58059824390202e-07
ARL6IP1	ENSG00000170540	0.82592558529209	7.98213365173126e-30
SERPINB9	ENSG00000170542	0.815680515654885	3.96164514573083e-24
SMAGP	ENSG00000170545	0.538772055369281	3.27595257895523e-08
IRX1	ENSG00000170549	0.630150727103656	6.57461459672694e-15
CDH2	ENSG00000170558	0.703290402345321	9.6576874977643e-15
IRX2	ENSG00000170561	0.673104446870072	9.99784217197267e-15
EMB	ENSG00000170571	0.814402353170401	5.4854637060978e-33
SIX2	ENSG00000170577	0.935874192925734	5.74269907371224e-158
DLGAP1	ENSG00000170579	0.587907836202486	1.07122119098786e-12
NUDCD2	ENSG00000170584	0.621487709440074	8.31155289624287e-14
IRF2BP1	ENSG00000170604	0.662476467240696	6.27474311785535e-16
SLC26A5	ENSG00000170615	0.245404834435188	5.79283140939426e-11
SGCD	ENSG00000170624	0.669359947895805	9.41356210211818e-17
ARMC10	ENSG00000170632	0.83689555615586	1.11097707428108e-33
ACYP2	ENSG00000170634	0.663727815911856	1.72188582488731e-11
TRABD	ENSG00000170638	0.766097952708894	1.48180874903994e-25
TMEM133	ENSG00000170647	0.504055516170206	6.45555278130209e-09
SOCS6	ENSG00000170677	0.693837630647996	5.16406485222425e-17
MURC	ENSG00000170681	0.762946136702966	1.21321633683601e-26
HOXB9	ENSG00000170689	0.966765533986022	2.79951767392484e-303
TTLL6	ENSG00000170703	0.230087444538367	2.6397634955417e-05
BOP1	ENSG00000170727	0.604859482266561	6.24781601018529e-16
GPR37	ENSG00000170775	0.551325898592702	6.60648672343125e-10
AKAP13	ENSG00000170776	0.582702074835605	8.23613898054688e-11
HTRA3	ENSG00000170801	0.810326734056038	1.43866916837512e-27
FOXN2	ENSG00000170802	0.682377170271034	5.32294872056245e-13
LMOD2	ENSG00000170807	0.665342819787737	9.20520923072277e-16
FSHR	ENSG00000170820	0.362186288235384	4.50181169933481e-19
CEL	ENSG00000170835	0.57161378171847	8.23132059393765e-10
