SYMBOL	n_ptv	n_missense	n_syn	n_nonsyn	p_mupit	p_dnw	p_dnm	p_adj
MED12L	0	1	0	1	1	0.162073329283015	0.162073329283015	1
MED13	0	1	0	1	1	0.123734615783407	0.123734615783407	1
MED13L	2	2	0	4	0.0010856903156406	4.57781170621013e-07	4.57781170621013e-07	0.00869784224179925
MED20	1	0	0	1	0.00410898299102253	0.00352310163638016	0.00352310163638016	1
MED24	0	1	1	1	1	0.0468792959483749	0.0468792959483749	1
MEF2BNB	0	1	0	1	1	1	1	1
MEGF6	0	1	0	1	1	0.0755400280827155	0.0755400280827155	1
MEIS2	2	0	0	2	5.36420887595402e-05	0.00270755074667973	5.36420887595402e-05	1
MEP1B	0	1	0	1	1	0.0356638750858626	0.0356638750858626	1
METTL25	0	1	0	1	1	0.0934123552090334	0.0934123552090334	1
MFGE8	0	0	1	0	1	1	1	1
MFSD2A	0	1	0	1	1	0.0223715907625388	0.0223715907625388	1
MFSD3	0	0	0	0	1	1	1	1
MFSD8	0	1	1	1	1	0.0262434954438534	0.0262434954438534	1
MGA	0	1	0	1	1	0.264689295058391	0.264689295058391	1
MGAT5B	0	0	1	0	1	1	1	1
MIB2	0	0	1	0	1	1	1	1
MICALL1	0	1	0	1	1	0.0392238663068773	0.0392238663068773	1
MICALL2	0	1	0	1	1	0.0842898922885128	0.0842898922885128	1
MID1	1	0	0	1	0.00885774899536721	0.000246560531201417	0.000246560531201417	1
MINK1	0	2	1	2	1	0.104715539650351	0.104715539650351	1
MIPEP	0	0	1	0	1	1	1	1
MKI67	1	1	0	2	0.0586103303974111	0.00783435332226893	0.00783435332226893	1
MKRN2	0	2	0	2	1	0.000469418639271115	0.000469418639271115	1
MKRN3	0	1	0	1	1	0.0285897405895971	0.0285897405895971	1
MKX	0	1	0	1	1	0.0423566171537552	0.0423566171537552	1
MLANA	0	1	0	1	1	0.00254262538439435	0.00254262538439435	1
MLF1	0	1	0	1	1	0.0160337814838772	0.0160337814838772	1
MLH1	0	0	1	0	1	1	1	1
MLH3	0	1	0	1	1	0.197719672676661	0.197719672676661	1
MLIP	0	0	1	0	1	1	1	1
MLK4	0	1	0	1	1	1	1	1
MLLT4	0	1	0	1	1	1	1	1
MLXIPL	0	1	0	1	1	0.0743740958293683	0.0743740958293683	1
MMADHC	0	1	0	1	1	0.0141269170644627	0.0141269170644627	1
MMP14	0	0	1	0	1	1	1	1
MMP16	0	0	1	0	1	1	1	1
MMP25	0	1	0	1	1	0.0282618257328958	0.0282618257328958	1
MMP26	0	0	0	0	1	1	1	1
MMP9	0	2	0	2	1	0.0216318753557915	0.0216318753557915	1
MOCS2	0	0	1	0	1	1	1	1
MOGAT2	1	0	0	1	0.00755605719230174	0.00444193341876105	0.00444193341876105	1
MOGS	0	0	1	0	1	1	1	1
MON1A	0	0	1	0	1	1	1	1
MON2	0	1	0	1	1	0.0890976460158563	0.0890976460158563	1
MORC2	0	0	1	0	1	1	1	1
MORC3	0	1	0	1	1	0.0511096853107503	0.0511096853107503	1
MORF4L1	0	1	0	1	1	0.0113928666870876	0.0113928666870876	1
MORN4	1	0	0	1	0.00367968743140086	0.0049268598713771	0.00367968743140086	1
MORN5	0	1	0	1	1	0.00680723172135716	0.00680723172135716	1
MOS	0	1	0	1	1	0.0147234052216081	0.0147234052216081	1
MOV10	0	1	0	1	1	0.02738165482221	0.02738165482221	1
MOV10L1	0	0	1	0	1	1	1	1
MPEG1	0	1	0	1	1	0.0128931680935613	0.0128931680935613	1
MPG	0	0	0	0	1	1	1	1
MPI	0	1	0	1	1	0.0518895233468848	0.0518895233468848	1
MPP4	1	0	0	1	0.0126235159341178	0.0109739967468666	0.0109739967468666	1
MPPE1	0	1	0	1	1	0.0306751858642242	0.0306751858642242	1
MPPED2	0	1	0	1	1	0.0100861739240857	0.0100861739240857	1
MPZL3	0	1	0	1	1	0.00550654155749973	0.00550654155749973	1
MR1	0	1	0	1	1	0.057383463101539	0.057383463101539	1
MRAS	0	1	0	1	1	0.039239754399193	0.039239754399193	1
MRC2	0	0	1	0	1	1	1	1
MREG	0	1	0	1	1	0.0114784931951458	0.0114784931951458	1
MROH1	0	1	0	1	1	0.317577392928586	0.317577392928586	1
MROH2B	0	0	1	0	1	1	1	1
MROH6	0	0	2	0	1	1	1	1
MROH7	1	1	0	2	0.0291368859618328	0.00310270623126842	0.00310270623126842	1
MROH8	0	0	1	0	1	1	1	1
MRPL1	0	1	0	1	1	0.0521605600855603	0.0521605600855603	1
MRPL15	0	0	1	0	1	1	1	1
MRPL28	0	0	1	0	1	1	1	1
MRPS27	0	1	0	1	1	0.0348732504931526	0.0348732504931526	1
MRPS31	0	1	0	1	1	0.0633641550347551	0.0633641550347551	1
MRVI1	0	0	1	0	1	1	1	1
MSC	0	1	0	1	1	0.0275740286380268	0.0275740286380268	1
MSH5	1	2	0	3	0.0224528541631105	0.001079925469384	0.001079925469384	1
MSI1	0	1	0	1	1	0.0259561343569159	0.0259561343569159	1
MSL2	0	1	0	1	1	0.0175537982178253	0.0175537982178253	1
MSL3	1	0	0	1	0.00533041217258133	0.0035849063827868	0.0035849063827868	1
MSLN	0	1	0	1	1	0.0232869717227244	0.0232869717227244	1
MSLNL	1	0	0	1	1	1	1	1
MTDH	0	0	1	0	1	1	1	1
MTERFD2	0	1	0	1	1	1	1	1
MTF1	0	0	1	0	1	1	1	1
MTHFD1	0	1	0	1	1	0.0768969078651441	0.0768969078651441	1
MTHFSD	0	1	0	1	1	0.0321755149487512	0.0321755149487512	1
MTMR2	0	0	1	0	1	1	1	1
MTMR3	0	1	0	1	1	0.12223786232461	0.12223786232461	1
MTOR	1	2	0	3	0.0654867365626591	0.0104334747190518	0.0104334747190518	1
MTPAP	0	1	0	1	1	0.0344433990802637	0.0344433990802637	1
MTRR	0	1	0	1	1	0.0247379092471144	0.0247379092471144	1
MTSS1	0	1	0	1	1	0.044982405301169	0.044982405301169	1
MTSS1L	0	0	1	0	1	1	1	1
MTUS2	0	1	0	1	1	0.0495501474608433	0.0495501474608433	1
MUC12	0	1	0	1	1	1	1	1
MUC16	0	3	3	3	1	0.242706458249124	0.242706458249124	1
MUC17	0	1	1	1	1	0.151076654929367	0.151076654929367	1
MUC2	0	1	0	1	1	0.462538072120063	0.462538072120063	1
MUC4	0	1	1	1	1	0.13300490393738	0.13300490393738	1
MUM1	0	1	0	1	1	0.0264263712511787	0.0264263712511787	1
MVD	1	0	0	1	0.00854519534707454	0.00442525686595016	0.00442525686595016	1
MVK	1	0	0	1	0.00917676666865073	0.00538937659770155	0.00538937659770155	1
MX1	1	0	0	1	0.0144406004819876	0.0124447942279104	0.0124447942279104	1
MYBPC2	0	1	0	1	1	0.108567767451338	0.108567767451338	1
MYBPH	0	1	0	1	1	0.017882408187514	0.017882408187514	1
MYCL	0	1	0	1	1	0.0181424631193392	0.0181424631193392	1
MYEF2	0	1	0	1	1	0.0431243009373736	0.0431243009373736	1
MYH11	1	1	0	2	0.0469801784688446	0.0532260433208397	0.0469801784688446	1
MYH6	1	4	0	5	0.0423731915239658	9.86258233607258e-05	9.86258233607258e-05	1
MYH7B	1	1	0	2	0.0451220474797948	0.00728084470311439	0.00728084470311439	1
MYH8	0	1	0	1	1	0.117015342390616	0.117015342390616	1
MYH9	0	1	1	1	1	0.177991962410327	0.177991962410327	1
MYL2	0	1	0	1	1	0.00534474322480114	0.00534474322480114	1
MYO15A	0	2	0	2	1	0.0393334439255241	0.0393334439255241	1
MYO16	0	2	0	2	1	0.000837676113321058	0.000837676113321058	1
MYO18A	0	1	0	1	1	0.0590905243519874	0.0590905243519874	1
MYO18B	0	0	1	0	1	1	1	1
MYO1C	0	1	0	1	1	0.0958115599987837	0.0958115599987837	1
MYO1F	0	0	1	0	1	1	1	1
MYO1G	0	3	0	3	1	0.000228262307188834	0.000228262307188834	1
MYO3B	0	1	0	1	1	0.0842850317583182	0.0842850317583182	1
MYO5A	0	1	0	1	1	0.122742614275422	0.122742614275422	1
MYO6	0	0	1	0	1	1	1	1
MYO7A	0	1	0	1	1	0.183356700610981	0.183356700610981	1
MYO7B	0	3	0	3	1	0.00105293274664349	0.00105293274664349	1
MYO9B	0	1	0	1	1	0.127298799288406	0.127298799288406	1
MYOCD	0	0	1	0	1	1	1	1
MYOF	0	1	0	1	1	0.12405325683594	0.12405325683594	1
MYOG	0	1	1	1	1	0.031014277472971	0.031014277472971	1
MYOM1	0	2	0	2	1	0.0120999131536492	0.0120999131536492	1
MYOM2	0	1	2	1	1	0.0704023907939317	0.0704023907939317	1
MYOZ3	0	1	0	1	1	0.0702492854680528	0.0702492854680528	1
MYRF	0	4	0	4	1	0.00386620161569008	0.00386620161569008	1
N4BP1	0	1	0	1	1	0.0416322692796918	0.0416322692796918	1
N4BP2	0	1	0	1	1	0.216525375341376	0.216525375341376	1
NAA15	2	0	0	2	0.000208406271019127	0.000175445033620084	0.000175445033620084	1
NAA16	0	1	0	1	1	0.0305346943182444	0.0305346943182444	1
NAA20	0	1	0	1	1	0.00959705981032727	0.00959705981032727	1
NAALADL1	0	1	0	1	1	0.149109357666755	0.149109357666755	1
NAB1	0	1	0	1	1	0.0211082868070599	0.0211082868070599	1
NADSYN1	0	1	0	1	1	0.0605905083825666	0.0605905083825666	1
NAE1	0	1	0	1	1	0.032808871722763	0.032808871722763	1
NAGA	0	1	0	1	1	0.0314893025293487	0.0314893025293487	1
NAGPA	0	1	0	1	1	0.0472572269387055	0.0472572269387055	1
NALCN	1	2	0	3	0.0436935868097858	0.000175947732956982	0.000175947732956982	1
NARG2	0	1	0	1	1	1	1	1
NARS	0	1	0	1	1	0.0482149904293165	0.0482149904293165	1
NAT10	0	1	0	1	1	0.0921422614727756	0.0921422614727756	1
NAT8L	1	0	0	1	0.00473545217669265	0.00432879531340979	0.00432879531340979	1
NAV2	0	0	2	0	1	1	1	1
NAV3	0	1	0	1	1	0.268582916282779	0.268582916282779	1
NBAS	0	1	0	1	1	0.111101429913826	0.111101429913826	1
NBPF3	0	0	1	0	1	1	1	1
NCALD	0	1	0	1	1	0.0081287471041848	0.0081287471041848	1
NCAPD3	0	2	1	2	1	0.047774546476722	0.047774546476722	1
NCAPG	0	0	1	0	1	1	1	1
NCAPG2	0	1	0	1	1	0.0457044512390091	0.0457044512390091	1
NCAPH2	0	1	0	1	1	0.0326857200486586	0.0326857200486586	1
NCCRP1	0	1	0	1	1	0.0377333764030371	0.0377333764030371	1
NCKAP5	0	1	0	1	1	0.155095774899061	0.155095774899061	1
NCKAP5L	0	1	0	1	1	0.0768061627468568	0.0768061627468568	1
NCOA1	0	1	0	1	1	0.0708717796355917	0.0708717796355917	1
NCOA3	0	1	0	1	1	0.0615187602930698	0.0615187602930698	1
NCOR1	0	0	1	0	1	1	1	1
NCOR2	0	1	0	1	1	0.0464074512834759	0.0464074512834759	1
NDC80	0	1	0	1	1	0.0290103770171542	0.0290103770171542	1
NDRG2	0	1	0	1	1	0.0262724708634998	0.0262724708634998	1
NDST1	0	1	0	1	1	0.0595062461249513	0.0595062461249513	1
NDST2	0	1	0	1	1	0.0534247445694233	0.0534247445694233	1
NDUFA13	0	0	1	0	1	1	1	1
NDUFB4	0	1	0	1	1	0.0314987179961869	0.0314987179961869	1
NEB	0	2	1	2	1	0.189343086185473	0.189343086185473	1
NEBL	0	1	0	1	1	0.0616774680633057	0.0616774680633057	1
NEDD1	0	0	1	0	1	1	1	1
NEIL2	0	1	0	1	1	0.00759322880844082	0.00759322880844082	1
NEK1	0	1	1	1	1	0.0603677475431088	0.0603677475431088	1
NEK10	0	1	0	1	1	0.0493010680175665	0.0493010680175665	1
NEMF	0	1	0	1	1	0.0497481347000475	0.0497481347000475	1
NEO1	0	2	0	2	1	0.0144891179790232	0.0144891179790232	1
NETO1	0	0	1	0	1	1	1	1
NEU1	0	1	0	1	1	0.0872627895592227	0.0872627895592227	1
NEU2	0	0	1	0	1	1	1	1
NEURL2	0	1	0	1	1	0.0353839238515057	0.0353839238515057	1
NEURL4	0	1	1	1	1	0.083541442388498	0.083541442388498	1
NEUROG3	0	0	1	0	1	1	1	1
NF1	0	2	2	2	1	0.128134107345058	0.128134107345058	1
NFAT5	0	1	0	1	1	0.0702505433286239	0.0702505433286239	1
NFATC2	0	1	0	1	1	0.0689015348083267	0.0689015348083267	1
NFE2L1	0	1	0	1	1	0.0560466399524677	0.0560466399524677	1
NFE2L2	0	2	0	2	1	0.000364089596591185	0.000364089596591185	1
NFE2L3	0	0	1	0	1	1	1	1
NFIX	1	0	0	1	0.00784032313397155	0.0100548572865716	0.00784032313397155	1
NFKB1	0	0	1	0	1	1	1	1
NFKB2	0	1	0	1	1	0.0228336739557176	0.0228336739557176	1
NFKBIB	0	1	0	1	1	0.0910197758122321	0.0910197758122321	1
NFXL1	0	0	1	0	1	1	1	1
NFYA	0	0	1	0	1	1	1	1
NGFR	0	2	0	2	1	0.000883239727362132	0.000883239727362132	1
NHLRC3	0	1	0	1	1	0.0148302867207421	0.0148302867207421	1
NHSL1	0	1	0	1	1	0.26922927881657	0.26922927881657	1
NID2	0	1	0	1	1	0.143511157070026	0.143511157070026	1
NIM1K	0	0	1	0	1	1	1	1
NIN	1	0	0	1	0.0493325732960647	0.0629994404853747	0.0493325732960647	1
NISCH	0	1	2	1	1	0.0742756446195441	0.0742756446195441	1
NIT1	0	1	0	1	1	0.0165031400826809	0.0165031400826809	1
NKD2	0	1	0	1	1	0.0150714982161787	0.0150714982161787	1
NKTR	0	1	1	1	1	0.0767498103879125	0.0767498103879125	1
NKX2-2	0	1	0	1	1	0.02835195081208	0.02835195081208	1
NKX6-2	0	1	0	1	1	0.0422912725499844	0.0422912725499844	1
NLGN1	0	1	0	1	1	0.0220720718768312	0.0220720718768312	1
NLN	0	1	0	1	1	0.0395144022615146	0.0395144022615146	1
NLRC3	0	1	0	1	1	0.0771530468771863	0.0771530468771863	1
NLRC5	0	1	0	1	1	0.0684529838880709	0.0684529838880709	1
NLRP12	0	0	1	0	1	1	1	1
NLRP7	0	1	1	1	1	0.0317620140190777	0.0317620140190777	1
NOD1	1	0	1	1	0.0180107077840395	0.0149367397132679	0.0149367397132679	1
NOD2	0	1	0	1	1	0.0306310821946096	0.0306310821946096	1
NOL9	1	0	0	1	0.0150017516301197	0.00881610509097842	0.00881610509097842	1
NOMO1	0	2	0	2	1	0.00530977043793288	0.00530977043793288	1
NONO	1	0	0	1	0.00791012592255715	1	0.00791012592255715	1
NOP16	0	0	0	0	1	1	1	1
NOP2	1	1	0	2	0.0175232125947025	0.00174495778264156	0.00174495778264156	1
NOP58	0	2	1	2	1	0.00115689007700441	0.00115689007700441	1
NOS1	0	1	0	1	1	0.0156007706662689	0.0156007706662689	1
NOS3	0	1	0	1	1	0.0146463149790857	0.0146463149790857	1
NOSIP	0	0	1	0	1	1	1	1
NOTCH1	3	4	0	7	2.08930952542852e-05	1e-14	1e-14	1.9e-10
NOTCH2	0	4	0	4	1	2.45367590536327e-06	2.45367590536327e-06	0.0466198422019021
NOVA1	1	0	0	1	0.00975429226436795	0.006280259982594	0.006280259982594	1
NOX1	0	1	0	1	1	0.058910700078515	0.058910700078515	1
NOX5	0	1	0	1	1	0.0597425077377345	0.0597425077377345	1
NOXA1	0	1	0	1	1	0.0117524802542365	0.0117524802542365	1
NPAS1	1	0	0	1	0.0102125975131775	0.0106596863759711	0.0102125975131775	1
NPAS3	0	0	0	0	1	1	1	1
NPC1	0	1	0	1	1	0.215024230901811	0.215024230901811	1
NPDC1	0	0	1	0	1	1	1	1
NPHP3	0	1	0	1	1	0.0780907111418105	0.0780907111418105	1
NPLOC4	0	0	1	0	1	1	1	1
NPNT	0	1	0	1	1	0.0272011766898583	0.0272011766898583	1
NPR2	0	1	0	1	1	0.0734539773654876	0.0734539773654876	1
NQO1	0	1	0	1	1	0.0195421766840771	0.0195421766840771	1
NR1D2	0	1	0	1	1	0.0216694507593731	0.0216694507593731	1
NR2F2	1	1	0	2	0.00730118794296349	0.00510912968495409	0.00510912968495409	1
NR4A1	0	0	1	0	1	1	1	1
NR6A1	0	2	0	2	1	0.000546307071390192	0.000546307071390192	1
NRAS	0	1	0	1	1	0.0182372382653575	0.0182372382653575	1
NRCAM	0	1	0	1	1	0.0716765586362369	0.0716765586362369	1
NRF1	0	1	0	1	1	0.020536112507008	0.020536112507008	1
NRG1	0	0	1	0	1	1	1	1
NRG3	0	1	0	1	1	0.0356755599956065	0.0356755599956065	1
NRIP1	0	0	1	0	1	1	1	1
NRROS	0	1	1	1	1	0.0130905309017689	0.0130905309017689	1
NRXN1	0	0	1	0	1	1	1	1
NRXN2	0	1	1	1	1	0.149637680951097	0.149637680951097	1
NSD1	7	5	0	12	4.6880088080677e-13	1e-14	1e-14	1.9e-10
NSG1	0	0	1	0	1	1	1	1
NSUN6	0	0	1	0	1	1	1	1
NTM	1	0	0	1	0.00718385054922189	0.00367937199010594	0.00367937199010594	1
NTN3	0	1	0	1	1	0.0885633613261481	0.0885633613261481	1
NTRK1	0	1	0	1	1	0.132545067723055	0.132545067723055	1
NUB1	0	1	0	1	1	0.0258602776350775	0.0258602776350775	1
NUBP2	0	0	1	0	1	1	1	1
NUCB1	0	1	0	1	1	0.0273725109806488	0.0273725109806488	1
NUDC	0	0	1	0	1	1	1	1
NUDCD1	0	1	0	1	1	0.0327079565018106	0.0327079565018106	1
NUDT21	0	1	0	1	1	0.0377304960989149	0.0377304960989149	1
NUDT7	0	1	0	1	1	0.00517638969041941	0.00517638969041941	1
NUF2	0	1	0	1	1	0.0143215292783824	0.0143215292783824	1
NUFIP2	0	1	0	1	1	0.0514052231049182	0.0514052231049182	1
NUGGC	0	0	0	0	1	1	1	1
NUP133	0	1	0	1	1	0.045323800128159	0.045323800128159	1
NUP155	0	0	1	0	1	1	1	1
NUP210L	0	1	0	1	1	0.258116048795035	0.258116048795035	1
NUP54	0	0	1	0	1	1	1	1
NUP62	0	1	0	1	1	0.0187104632287104	0.0187104632287104	1
NUP85	0	1	0	1	1	0.0320836003724235	0.0320836003724235	1
NWD1	0	1	1	1	1	0.162499747729707	0.162499747729707	1
NXF3	0	1	0	1	1	0.00642476355898683	0.00642476355898683	1
NXPE3	1	0	0	1	0.0111216117709655	0.00890056469126719	0.00890056469126719	1
NYAP2	0	0	1	0	1	1	1	1
NYNRIN	0	1	0	1	1	0.070884099144982	0.070884099144982	1
OAS2	0	0	1	0	1	1	1	1
OASL	0	1	0	1	1	0.039647581614894	0.039647581614894	1
OAZ2	0	0	1	0	1	1	1	1
OAZ3	1	0	0	1	1	0.00332477225184187	0.00332477225184187	1
OBSCN	0	5	2	5	1	9.54831031599289e-05	9.54831031599289e-05	1
OBSL1	0	2	0	2	1	0.00174369126342375	0.00174369126342375	1
OCA2	0	1	0	1	1	0.0242846686920797	0.0242846686920797	1
ODF2	0	0	1	0	1	1	1	1
OFD1	0	1	0	1	1	0.0962638618419469	0.0962638618419469	1
OGFRL1	0	1	0	1	1	0.0498764652238582	0.0498764652238582	1
OMA1	1	0	0	1	0.0124171627379913	0.00753721226060905	0.00753721226060905	1
ONECUT2	1	0	0	1	0.00858468333982761	0.0072892913072118	0.0072892913072118	1
OPALIN	0	1	0	1	1	0.00958295394076844	0.00958295394076844	1
OPCML	0	1	0	1	1	0.0440104801113603	0.0440104801113603	1
OPHN1	0	0	1	0	1	1	1	1
OPLAH	0	0	1	0	1	1	1	1
OPRM1	0	1	0	1	1	0.0340622490701337	0.0340622490701337	1
OPTN	0	1	1	1	1	0.0457128360452443	0.0457128360452443	1
OR10H5	0	1	0	1	1	0.00443735904390202	0.00443735904390202	1
OR13D1	0	1	0	1	1	0.00244040291911918	0.00244040291911918	1
OR1B1	0	0	1	0	1	1	1	1
OR1E2	0	0	1	0	1	1	1	1
OR1I1	0	0	1	0	1	1	1	1
OR1L3	0	1	0	1	1	0.00426581744007496	0.00426581744007496	1
OR2B2	0	1	1	1	1	0.00340333295034959	0.00340333295034959	1
OR2B6	0	1	0	1	1	0.045188941419188	0.045188941419188	1
OR2D2	0	1	0	1	1	0.00423098834721741	0.00423098834721741	1
OR2Z1	0	1	1	1	1	0.00239787290896455	0.00239787290896455	1
OR4B1	0	1	0	1	1	0.0438698572193716	0.0438698572193716	1
OR4D6	0	0	1	0	1	1	1	1
OR52I2	0	1	0	1	1	0.00259222663724023	0.00259222663724023	1
OR52N4	0	1	0	1	1	0.019802799342702	0.019802799342702	1
OR5M1	0	1	0	1	1	0.00257877261566544	0.00257877261566544	1
OR5T2	0	1	0	1	1	0.0462245397715596	0.0462245397715596	1
OR6C65	0	1	0	1	1	0.002718663448178	0.002718663448178	1
OR6C68	0	1	0	1	1	0.00433142532769799	0.00433142532769799	1
OR8A1	0	0	1	0	1	1	1	1
OR8B4	0	1	0	1	1	0.00251067742505046	0.00251067742505046	1
OR9K2	0	1	0	1	1	0.0454789514520004	0.0454789514520004	1
ORC5	0	1	0	1	1	0.02026499263283	0.02026499263283	1
OSBP	0	2	0	2	1	0.00285815791446042	0.00285815791446042	1
OSBPL10	0	1	0	1	1	0.0681960816411682	0.0681960816411682	1
OSBPL2	0	0	1	0	1	1	1	1
OSBPL8	0	0	1	0	1	1	1	1
OSBPL9	0	1	0	1	1	0.0601165381668921	0.0601165381668921	1
OSER1	0	1	0	1	1	0.013207308674801	0.013207308674801	1
OSGIN1	0	1	0	1	1	0.0328604363140919	0.0328604363140919	1
OTOA	0	1	0	1	1	0.065970770712479	0.065970770712479	1
OTOF	0	1	0	1	1	0.180816855340685	0.180816855340685	1
OTOGL	0	0	1	0	1	1	1	1
OTOP2	1	0	0	1	0.0123995251914788	0.0205334796133049	0.0123995251914788	1
OTUD7B	1	1	0	2	0.0187612656941831	0.00113355964038615	0.00113355964038615	1
OVGP1	0	1	0	1	1	0.101571685074146	0.101571685074146	1
OVOL1	0	1	0	1	1	0.0197703140548471	0.0197703140548471	1
OXR1	1	0	1	1	0.02044432219947	0.0195546599025212	0.0195546599025212	1
OXSM	0	1	0	1	1	0.0220836149430465	0.0220836149430465	1
P2RX1	0	1	0	1	1	0.017140383452483	0.017140383452483	1
PABPC4L	0	1	0	1	1	0.0189630667558801	0.0189630667558801	1
PACS1	0	3	0	3	1	0.00389461873843901	0.00389461873843901	1
PAF1	0	1	0	1	1	0.0324434506278182	0.0324434506278182	1
PAFAH1B2	0	1	0	1	1	0.0221050401356839	0.0221050401356839	1
PAFAH1B3	0	1	0	1	1	0.0140648185883484	0.0140648185883484	1
PAGE1	0	1	0	1	1	0.00286097850518772	0.00286097850518772	1
PAIP1	0	0	1	0	1	1	1	1
PAK3	0	1	0	1	1	0.0178614140981157	0.0178614140981157	1
PAK6	1	0	0	1	0.0146193364421563	0.0160529319620993	0.0146193364421563	1
PAN3	0	0	1	0	1	1	1	1
PANK4	0	0	0	0	1	1	1	1
PAPLN	0	1	0	1	1	0.248612491713342	0.248612491713342	1
PAPPA2	0	1	0	1	1	0.0708137969792542	0.0708137969792542	1
PAPSS1	0	1	0	1	1	0.0503099000537406	0.0503099000537406	1
PAPSS2	0	0	1	0	1	1	1	1
PARP1	0	0	1	0	1	1	1	1
PARVB	1	0	0	1	0.00921752361181941	0.00461182901165626	0.00461182901165626	1
PAX4	0	1	0	1	1	0.0183858346946753	0.0183858346946753	1
PAXIP1	0	0	0	0	1	1	1	1
PBX1	0	1	0	1	1	0.0298929758878068	0.0298929758878068	1
PCBP2	1	0	0	1	0.00894526734600349	0.00682203055733148	0.00682203055733148	1
PCBP3	1	0	0	1	0.00891792137592064	0.00509073993845416	0.00509073993845416	1
PCDH1	0	1	0	1	1	0.0546278205025531	0.0546278205025531	1
PCDH10	0	0	1	0	1	1	1	1
PCDH15	0	1	2	1	1	0.121667251760873	0.121667251760873	1
PCDH7	0	1	0	1	1	0.0442636806456166	0.0442636806456166	1
PCDHA10	0	1	0	1	1	1	1	1
PCDHA12	1	0	0	1	0.0164550545972974	1	0.0164550545972974	1
PCDHA3	0	1	0	1	1	1	1	1
PCDHA6	0	1	0	1	1	1	1	1
PCDHA7	0	0	1	0	1	1	1	1
PCDHAC2	0	0	1	0	1	1	1	1
PCDHB1	0	1	0	1	1	1	1	1
PCDHB8	0	0	2	0	1	1	1	1
PCDHGA11	0	1	0	1	1	1	1	1
PCDHGA12	0	1	1	1	1	1	1	1
PCDHGA2	0	1	0	1	1	1	1	1
PCDHGA3	0	1	0	1	1	1	1	1
PCDP1	0	1	0	1	1	1	1	1
PCGF5	0	0	1	0	1	1	1	1
PCLO	0	1	2	1	1	0.293814579111509	0.293814579111509	1
PCM1	0	1	0	1	1	0.187576550573756	0.187576550573756	1
PCNT	0	1	0	1	1	0.158945997289701	0.158945997289701	1
PCNXL2	1	1	0	2	0.0398686424651418	1	0.0398686424651418	1
PCOLCE	0	1	0	1	1	0.0246307778450564	0.0246307778450564	1
PCOLCE2	0	1	0	1	1	0.0310973977269136	0.0310973977269136	1
PCSK5	1	1	0	2	0.0404524504334628	0.0365719882047993	0.0365719882047993	1
PDCD11	0	0	1	0	1	1	1	1
PDCD1LG2	0	1	0	1	1	0.00426929069273776	0.00426929069273776	1
PDCL	0	1	0	1	1	0.0165732859358772	0.0165732859358772	1
PDE11A	1	1	0	2	0.0229131550952885	0.00167812870029831	0.00167812870029831	1
PDE3B	0	2	0	2	1	0.00737123235126368	0.00737123235126368	1
PDE4DIP	0	0	0	0	1	1	1	1
PDE6B	1	0	0	1	0.0205776992326171	0.0178095400340499	0.0178095400340499	1
PDE8B	0	0	1	0	1	1	1	1
PDGFRB	0	1	0	1	1	0.0312921992059336	0.0312921992059336	1
PDILT	1	0	0	1	0.0126861882956156	0.00722117598552733	0.00722117598552733	1
PDK1	0	0	1	0	1	1	1	1
PDK2	0	0	1	0	1	1	1	1
PDLIM4	0	1	0	1	1	0.00748698628935331	0.00748698628935331	1
PDPN	0	0	1	0	1	1	1	1
PDS5B	0	1	0	1	1	0.166117901242609	0.166117901242609	1
PDZD3	0	0	1	0	1	1	1	1
PDZRN4	0	1	0	1	1	0.0520338536675789	0.0520338536675789	1
PEG3	0	1	0	1	1	0.0559340419549737	0.0559340419549737	1
PELO	0	1	0	1	1	0.0272870199429456	0.0272870199429456	1
PER1	0	0	1	0	1	1	1	1
PER2	0	1	0	1	1	0.0483627145786642	0.0483627145786642	1
PER3	0	2	0	2	1	0.00557109985488185	0.00557109985488185	1
PES1	0	1	0	1	1	0.0411007587639881	0.0411007587639881	1
PEX1	0	1	1	1	1	0.059087854611299	0.059087854611299	1
PEX2	0	1	0	1	1	0.0236654840292715	0.0236654840292715	1
PFAS	1	0	0	1	0.030543096787706	0.0285952155004129	0.0285952155004129	1
PFDN2	0	1	0	1	1	0.00399228996755998	0.00399228996755998	1
PFKM	0	2	0	2	1	1	1	1
PFKP	0	2	0	2	1	1	1	1
PGBD4	1	0	0	1	0.0113934790882049	1	0.0113934790882049	1
PGM2	1	0	0	1	0.01542297605048	1	0.01542297605048	1
PHACTR1	0	2	0	2	1	1	1	1
PHAX	0	1	0	1	1	1	1	1
PHEX	1	0	0	1	0.0124386344458334	1	0.0124386344458334	1
PHF1	0	0	1	0	1	1	1	1
PHF10	1	0	0	1	0.0128937553997724	1	0.0128937553997724	1
PHF11	0	1	0	1	1	1	1	1
PHF2	0	1	0	1	1	1	1	1
PHF20	0	1	0	1	1	1	1	1
PHF20L1	0	1	0	1	1	1	1	1
PHF21B	0	1	0	1	1	1	1	1
PHF6	1	0	0	1	0.0071994967493492	1	0.0071994967493492	1
PHF8	0	0	1	0	1	1	1	1
PHIP	1	2	0	3	0.0483007481101815	1	0.0483007481101815	1
PHKG1	0	0	1	0	1	1	1	1
PHKG2	0	0	1	0	1	1	1	1
PHLDB1	0	0	0	0	1	1	1	1
