symbol	chr	start	end	case	control	p_value	p_value_adj
SLC35A5	3	112280556	112304424	0	1	1	1
SLC35B1	17	47778305	47786376	0	1	1	1
SLC35B2	6	44221833	44225627	1	1	0.565243	1
SLC35B3	6	8413301	8435716	3	1	0.119688	1
SLC35C1	11	45825623	45834566	1	0	0.336966	1
SLC35D2	9	99082988	99145992	2	0	0.117488	1
SLC35D3	6	137243402	137246777	3	0	0.0432957	1
SLC35E1	19	16660642	16683193	3	0	0.039996	1
SLC35E2B	1	1590990	1624167	1	0	0.335066	1
SLC35F1	6	118228689	118638839	2	1	0.268673	1
SLC35F2	11	107661717	107799019	3	1	0.119888	1
SLC35F3	1	234040679	234460262	3	1	0.116288	1
SLC35F4	14	58030640	58448912	2	1	0.272773	1
SLC35G1	10	95653730	95715819	2	0	0.118588	1
SLC35G2	3	136537489	136574734	2	0	0.116988	1
SLC35G6	17	7384651	7386815	2	0	0.116688	1
SLC36A4	11	92877337	92931130	1	0	0.343366	1
SLC37A1	21	43916118	44001550	3	0	0.040396	1
SLC38A10	17	79218800	79269347	1	2	1	1
SLC38A11	2	165752696	165812035	1	0	0.343666	1
SLC38A3	3	50242679	50258918	1	0	0.337966	1
SLC38A7	16	58699013	58719008	1	0	0.342266	1
SLC38A8	16	84043272	84076241	3	3	0.332367	1
SLC38A9	5	54921673	55069022	3	0	0.0390961	1
SLC39A10	2	196440701	196602426	2	0	0.114089	1
SLC39A11	17	70642088	71088851	0	6	1	1
SLC39A12	10	18240768	18332221	1	0	0.343766	1
SLC39A2	14	21467414	21470030	2	3	0.556744	1
SLC39A3	19	2732202	2740150	1	0	0.347965	1
SLC39A4	8	145635126	145642279	2	0	0.113689	1
SLC39A6	18	33688495	33709348	1	0	0.336866	1
SLC3A1	2	44502597	44548633	5	5	0.225077	1
SLC43A1	11	57252007	57283259	1	0	0.348565	1
SLC43A3	11	57174427	57195053	1	0	0.348565	1
SLC44A1	9	108006903	108201452	3	2	0.223978	1
SLC44A2	19	10713133	10755235	3	0	0.0426957	1
SLC44A3	1	95285898	95360802	1	0	0.339866	1
SLC44A5	1	75667816	76076801	1	8	1	1
SLC45A1	1	8377886	8404227	4	1	0.050395	1
SLC45A2	5	33944721	33984835	1	0	0.347365	1
SLC45A4	8	142217265	142318404	2	3	0.555644	1
SLC47A1	17	19398698	19482347	3	344	1	1
SLC47A2	17	19581601	19622292	1	0	0.336166	1
SLC4A11	20	3208063	3219836	1	0	0.345865	1
SLC4A2	7	150754297	150773614	1	0	0.344366	1
SLC4A3	2	220492049	220506702	1	0	0.343966	1
SLC4A4	4	72053003	72437804	2	0	0.112189	1
SLC4A7	3	27414212	27525911	1	0	0.336266	1
SLC51B	15	65337708	65345734	1	0	0.345465	1
SLC52A3	20	740724	756658	1	0	0.343266	1
SLC5A1	22	32439019	32509016	4	1	0.050195	1
SLC5A11	16	24857162	24922949	1	1	0.565243	1
SLC5A2	16	31494323	31502181	0	1	1	1
SLC5A3	21	35445870	35478559	4	1	0.0510949	1
SLC5A5	19	17982782	18005983	0	1	1	1
SLC5A7	2	108602979	108630450	3	0	0.0386961	1
SLC6A1	3	11034410	11080933	2	0	0.112789	1
SLC6A11	3	10857885	10982419	2	0	0.112789	1
SLC6A12	12	299243	323736	0	1	1	1
SLC6A13	12	329787	372039	0	1	1	1
SLC6A15	12	85253267	85307394	4	2	0.108089	1
SLC6A18	5	1225470	1246304	0	1	1	1
SLC6A19	5	1201710	1225232	3	1	0.114989	1
SLC6A20	3	45796942	45838027	0	2	1	1
SLC6A3	5	1392905	1445545	0	1	1	1
SLC6A5	11	20620946	20680831	0	2	1	1
SLC7A10	19	33699570	33716756	2	0	0.114789	1
SLC7A11	4	139085251	139163503	2	0	0.113889	1
SLC7A14	3	170177372	170303863	0	1	1	1
SLC7A2	8	17354597	17428082	0	2	1	1
SLC7A4	22	21383007	21387129	107	470	1	1
SLC7A6	16	68298419	68335726	1	0	0.338866	1
SLC7A6OS	16	68318406	68344854	1	0	0.338866	1
SLC7A7	14	23242431	23299029	0	1	1	1
SLC7A9	19	33321415	33360672	1	0	0.341266	1
SLC8A1	2	40324410	40838193	5	10	1	1
SLC8A2	19	47931274	47975425	0	2	1	1
SLC9A1	1	27425306	27493472	2	1	0.274373	1
SLC9A3	5	473425	524447	1	2	1	1
SLC9A3R1	17	72744791	72765492	1	0	0.345965	1
SLC9A3R2	16	2075357	2089027	1	1	0.558144	1
SLC9A5	16	67271586	67306093	1	0	0.338866	1
SLC9A9	3	142984064	143567373	3	0	0.0353965	1
SLC9B1	4	103806205	103940896	1	0	0.344666	1
SLC9B2	4	103941025	104006986	1	0	0.344666	1
SLC9C1	3	111859734	112013105	0	1	1	1
SLCO1A2	12	21417534	21572528	2	3	0.555644	1
SLCO1B1	12	21284136	21392180	7	9	0.291971	1
SLCO1B3	12	20963636	21069845	8	11	0.307969	1
SLCO1B7	12	21168630	21245679	8	14	0.494351	1
SLCO1C1	12	20848289	20906320	2	6	1	1
SLCO2A1	3	133651540	133771028	2	0	0.114989	1
SLCO3A1	15	92396925	92715665	1	8	1	1
SLCO4A1	20	61273797	61317137	1	1	0.564944	1
SLCO4C1	5	101569690	101632253	1	11	1	1
SLCO5A1	8	70579282	70747299	0	2	1	1
SLCO6A1	5	101707486	101834720	1	4	1	1
SLFN11	17	33677324	33700720	18	41	1	1
SLFN12	17	33738079	33760302	18	41	1	1
SLFN12L	17	33791268	33864880	1	0	0.334767	1
SLFN13	17	33762115	33775856	8	8	0.142986	1
SLIT1	10	98757795	98945677	2	0	0.118588	1
SLIT2	4	20254883	20622184	1	2	1	1
SLIT3	5	168088738	168728133	2	0	0.115288	1
SLITRK5	13	88324870	88348527	0	2	1	1
SLITRK6	13	86366925	86373623	0	1	1	1
SLN	11	107578104	107590419	2	0	0.117088	1
SLU7	5	159828648	159848718	1	0	0.337366	1
SLURP1	8	143822362	143823829	0	1	1	1
SLX1B	16	29465822	29469540	3	2	0.223278	1
SMAD1	4	146402346	146479231	3	0	0.0394961	1
SMAD2	18	45335328	45457517	2	0	0.110989	1
SMAD5	5	135468534	135524435	1	1	0.568943	1
SMAD7	18	46446223	46477081	1	0	0.338366	1
SMARCA2	9	2015219	2193624	2	1	0.267473	1
SMARCA4	19	11071677	11176071	2	0	0.120888	1
SMARCA5	4	144434616	144478639	1	0	0.338366	1
SMARCAD1	4	95128762	95212443	3	1	0.120188	1
SMARCAL1	2	217277137	217347776	1	2	1	1
SMARCB1	22	24129150	24176703	0	122	1	1
SMARCC1	3	47626762	47823596	1	1	0.564644	1
SMARCD2	17	61909441	61920425	5	2	0.050495	1
SMARCE1	17	38781214	38804760	1	0	0.341166	1
SMC1B	22	45739944	45809500	5	1	0.020198	1
SMC2	9	106856541	106903698	2	0	0.113289	1
SMC4	3	160117062	160152750	0	1	1	1
SMCO2	12	27619743	27655118	5	35	1	1
SMCO3	12	14957584	14967116	0	1	1	1
SMCR8	17	18218624	18231369	2	0	0.117788	1
SMDT1	22	42475695	42480288	3	0	0.0379962	1
SMG9	19	44232144	44259142	0	1	1	1
SMIM1	1	3689352	3692546	2	0	0.112789	1
SMIM10L1	12	11323821	11328615	0	2	1	1
SMIM12	1	35178338	35325417	1	0	0.345965	1
SMIM13	6	11094266	11138966	5	2	0.0509949	1
SMIM14	4	39547950	39640710	1	0	0.340066	1
SMIM15	5	60453536	60458301	3	1	0.119888	1
SMIM17	19	57154513	57167134	0	1	1	1
SMIM22	16	4838398	4846492	2	0	0.118888	1
SMIM24	19	3473984	3480540	1	0	0.329367	1
SMIM7	19	16741562	16771253	3	0	0.039996	1
SMN2	5	69345439	69374349	15	18	0.113289	1
SMOC1	14	70320848	70499083	0	1	1	1
SMOX	20	4101627	4168394	1	0	0.339166	1
SMPD2	6	109761966	109765122	1	0	0.337866	1
SMPD3	16	68392228	68482591	1	0	0.338866	1
SMPD4	2	130908965	130940323	0	5	1	1
SMPDL3A	6	123110194	123130865	2	0	0.115788	1
SMPDL3B	1	28261504	28285668	3	1	0.120188	1
SMR3A	4	71226478	71232875	4	4	0.273173	1
SMR3B	4	71235810	71255961	4	4	0.273173	1
SMTN	22	31460091	31500743	5	1	0.0188981	1
SMTNL1	11	57310114	57317747	1	0	0.348565	1
SMYD1	2	88367299	88412906	0	1	1	1
SMYD3	1	245912644	246670614	9	42	1	1
SNAI1	20	48599536	48605423	0	1	1	1
SNAI3	16	88744090	88752901	6	3	0.050095	1
SNAP23	15	42783431	42837554	0	1	1	1
SNAP25	20	10199478	10288066	3	0	0.039696	1
SNAP29	22	21213271	21245506	110	369	1	1
SNAP91	6	84262599	84419410	1	0	0.338966	1
SNAPC3	9	15422702	15465951	0	1	1	1
SNCA	4	90645250	90759466	1	4	1	1
SNCAIP	5	121647049	121799914	1	2	1	1
SNCB	5	176047085	176057557	1	0	0.340666	1
SNED1	2	241938255	242034983	1	0	0.336966	1
SNF8	17	47006678	47022479	3	0	0.0393961	1
SNRNP200	2	96940074	96971253	0	1	1	1
SNRNP25	16	103010	107669	3	1	0.117588	1
SNRNP27	2	70120692	70132707	1	0	0.350565	1
SNRNP48	6	7590432	7612200	4	2	0.112189	1
SNRNP70	19	49588676	49611862	0	36	1	1
SNRPD2	19	46190712	46195827	1	32	1	1
SNRPG	2	70508494	70520903	1	0	0.350565	1
SNRPN	15	25068784	25223870	4	3	0.190981	1
SNTB1	8	121547985	121825513	1	0	0.340566	1
SNTB2	16	69221032	69342955	1	0	0.338866	1
SNTG1	8	50822349	51706678	1	3	1	1
SNU13	22	42069934	42086508	2	0	0.119588	1
SNUPN	15	75890424	75918810	0	1	1	1
SNX1	15	64386322	64438289	1	0	0.345465	1
SNX10	7	26331515	26413949	1	0	0.340866	1
SNX11	17	46180719	46200436	1	0	0.347265	1
SNX13	7	17830385	17980124	1	0	0.345465	1
SNX15	11	64794880	64808044	1	0	0.344666	1
SNX16	8	82711816	82755101	2	0	0.121588	1
SNX18	5	53813589	53842415	2	0	0.119288	1
SNX2	5	122110691	122165803	1	1	0.564744	1
SNX22	15	64443914	64449680	1	0	0.345465	1
SNX24	5	122179134	122365049	2	2	0.416858	1
SNX29	16	12070594	12668146	4	88	1	1
SNX3	6	108532426	108582464	1	0	0.337866	1
SNX30	9	115513118	115643951	1	0	0.343166	1
SNX31	8	101585110	101675643	1	1	0.568543	1
SNX33	15	75940247	75954642	0	1	1	1
SNX6	14	35030300	35099389	1	0	0.339866	1
SNX8	7	2291405	2393953	4	1	0.0491951	1
SNX9	6	158121419	158366109	3	1	0.116888	1
SOAT1	1	179262849	179327815	0	1	1	1
SOBP	6	107811162	107981371	2	0	0.115988	1
SOCS2	12	93963590	93977263	1	0	0.339366	1
SOCS4	14	55493948	55516206	3	0	0.0410959	1
SOCS5	2	46926091	46990268	1	1	0.558344	1
SOCS6	18	67956137	67997436	1	0	0.342466	1
SOD2	6	160090089	160183561	1	1	0.572043	1
SOGA1	20	35405845	35492089	1	0	0.334667	1
SOGA3	6	127793939	127840336	2	0	0.117988	1
SOHLH1	9	138585253	138591374	6	3	0.0461954	1
SORBS1	10	97071528	97321171	2	1	0.267873	1
SORBS2	4	186506598	186877806	7	13	0.550145	1
SORCS1	10	108333421	108924292	1	0	0.343666	1
SORCS2	4	7194265	7744563	4	1	0.0493951	1
SORCS3	10	106400859	107024993	2	0	0.117688	1
SORD	15	45315302	45369383	0	1	1	1
SORL1	11	121322912	121504402	2	0	0.118288	1
SOS1	2	39208537	39351486	1	0	0.346965	1
SOSTDC1	7	16501106	16570205	1	0	0.345465	1
SOWAHA	5	132149279	132152489	1	0	0.352465	1
SOWAHC	2	110371911	110376567	2	34	1	1
SOX10	22	38366693	38383429	2	0	0.120188	1
SOX12	20	306045	310868	1	1	0.567843	1
SOX14	3	137483126	137485180	2	0	0.113189	1
SOX15	17	7491496	7493488	2	0	0.112789	1
SOX2	3	181429712	181432224	1	1	0.571543	1
SOX4	6	21593000	21598850	1	1	0.568943	1
SOX5	12	23682434	24103966	3	1	0.116788	1
SP110	2	231032009	231090444	0	1	1	1
SP140	2	231067826	231177930	0	1	1	1
SP4	7	21467652	21554440	1	0	0.345465	1
SP5	2	171571861	171574588	2	0	0.118688	1
SP8	7	20821903	20826505	1	0	0.345465	1
SPACA1	6	88757507	88776550	2	0	0.117688	1
SPAG1	8	101170134	101271506	1	0	0.347365	1
SPAG11A	8	7705398	7726389	93	130	0.009999	1
SPAG16	2	214149103	215275225	4	5	0.365763	1
SPAG17	1	118496484	118727846	1	2	1	1
SPAG4	20	34203814	34208971	2	0	0.114689	1
SPARCL1	4	88394487	88452213	0	10	1	1
SPATA13	13	24553944	24881212	6	8	0.329967	1
SPATA17	1	217804666	218045038	2	2	0.415858	1
SPATA18	4	52917497	52963458	2	0	0.115988	1
SPATA19	11	133710526	133715433	17	17	0.0412959	1
SPATA20	17	48620419	48633213	0	4	1	1
SPATA21	1	16713612	16763919	0	15	1	1
SPATA22	17	3343313	3417146	6	2	0.0212979	1
SPATA31A1	9	39355666	39361956	3	12	1	1
SPATA31A2	9	39884975	39891210	1	0	0.346165	1
SPATA31A3	9	40700291	40706537	0	2	1	1
SPATA31A4	9	41321107	41327364	0	2	1	1
SPATA31A5	9	41500679	41506925	0	2	1	1
SPATA31D1	9	84603687	84610171	3	0	0.0407959	1
SPATA31D3	9	84558415	84610166	3	0	0.0407959	1
SPATA31D4	9	84543429	84549863	3	0	0.0407959	1
SPATA31E1	9	90497741	90503814	0	1	1	1
SPATA45	1	213003483	213020991	5	293	1	1
SPATA5	4	123844229	124240605	1	0	0.342666	1
SPATA6L	9	4553386	4666674	1	4	1	1
SPATA7	14	88851268	88936694	1	0	0.340166	1
SPATA9	5	94987885	95034415	0	2	1	1
SPATC1L	21	47581062	47604390	4	3	0.184582	1
SPATS1	6	44310397	44344904	1	1	0.565243	1
SPATS2L	2	201170604	201346986	1	0	0.336466	1
SPC24	19	11242196	11266484	2	0	0.120888	1
SPC25	2	169690642	169769881	3	0	0.040396	1
SPDL1	5	169010638	169031782	2	0	0.115288	1
SPDYC	11	64937625	64940715	1	0	0.344666	1
SPDYE1	7	44040488	44049721	3	0	0.0388961	1
SPDYE16	7	76160636	76170776	5	61	1	1
SPDYE2B	7	102290772	102301845	4	2	0.108189	1
SPDYE5	7	75122945	75133628	4	1	0.049795	1
SPECC1	17	19912657	20222339	0	7	1	1
SPEF1	20	3758151	3762095	2	0	0.117388	1
SPEG	2	220299568	220363009	1	0	0.343966	1
SPEN	1	16174359	16266955	0	1	1	1
SPESP1	15	69110560	69239150	1	0	0.341966	1
SPG21	15	65255362	65282648	1	0	0.345465	1
SPHAR	1	229440604	229441251	1	0	0.336466	1
SPHKAP	2	228844666	229046361	0	1	1	1
SPINK1	5	147204131	147211349	1	0	0.336766	1
SPINK13	5	147647743	147665817	0	1	1	1
SPINK2	4	57676026	57687908	1	0	0.340466	1
SPINK5	5	147405246	147516852	0	1	1	1
SPINK8	3	48348332	48369831	1	0	0.337966	1
SPINT1	15	41136216	41150405	0	1	1	1
SPINT4	20	44350990	44354469	15	143	1	1
SPIRE1	18	12446511	12658133	3	0	0.0394961	1
SPIRE2	16	89884587	89937727	5	3	0.0932907	1
SPNS1	16	28985542	28995869	4	5	0.367263	1
SPNS3	17	4336983	4391503	6	3	0.0470953	1
SPOCK1	5	136310987	136934068	1	5	1	1
SPOCK3	4	167654535	168155947	0	3	1	1
SPON2	4	1160720	1202750	13	14	0.0942906	1
SPOP	17	47676246	47755596	1	2	1	1
SPP2	2	234959323	234985778	1	0	0.336966	1
SPPL2A	15	50994463	51058005	2	2	0.428957	1
SPRED1	15	38544527	38649450	2	1	0.268473	1
SPRED2	2	65537985	65659771	1	0	0.350565	1
SPRN	10	135234170	135238076	8	7	0.0988901	1
SPRTN	1	231472850	231490769	2	0	0.118188	1
SPRY2	13	80910111	80915086	0	4	1	1
SPRYD4	12	56862351	56873491	1	0	0.347865	1
SPRYD7	13	50486842	50510626	0	2	1	1
SPSB3	16	1826713	1843701	5	3	0.0954905	1
SPSB4	3	140770244	140867453	3	0	0.0353965	1
SPTA1	1	158580496	158656488	1	0	0.349565	1
SPTBN1	2	54683422	54898582	2	0	0.115188	1
SPTBN2	11	66452719	66496697	1	0	0.339266	1
SPTBN5	15	42140342	42186275	0	2	1	1
SPTLC1	9	94794281	94877666	1	0	0.350965	1
SPTLC3	20	12989627	13149750	2	0	0.120188	1
SPTSSA	14	34901995	34931562	1	0	0.339866	1
SPX	12	21679241	21690311	1	0	0.343466	1
SPZ1	5	79615444	79617661	0	2	1	1
SRC	20	35973088	36034453	1	0	0.334667	1
SRCAP	16	30709530	30752730	1	1	0.565143	1
SRD5A2	2	31747550	31806136	0	2	1	1
SRD5A3	4	56212276	56239263	2	0	0.117888	1
SREBF1	17	17713713	17740316	3	0	0.0384962	1
SREBF2	22	42229083	42303312	3	0	0.0379962	1
SREK1	5	65435799	65479443	1	0	0.344966	1
SREK1IP1	5	64013971	64064512	1	0	0.344966	1
SRF	6	43139037	43149245	2	0	0.115988	1
SRFBP1	5	121297656	121411265	1	2	1	1
SRGAP1	12	64238073	64556001	1	0	0.349365	1
SRGAP2	1	206516200	206637783	2	2	0.430557	1
SRGAP3	3	9022275	9404737	4	12	1	1
SRI	7	87834433	87856308	1	1	0.572443	1
SRL	16	4239375	4292081	2	0	0.118888	1
SRM	1	11114641	11120081	3	0	0.0378962	1
SRMS	20	62172163	62178857	2	2	0.414459	1
SRP14	15	40327940	40331389	1	0	0.337366	1
SRP54	14	35451163	35498773	3	2	0.221478	1
SRP72	4	57333081	57369846	1	0	0.340466	1
SRPK2	7	104751151	105039755	3	1	0.121088	1
SRPRB	3	133502877	133544616	1	0	0.337166	1
SRR	17	2206677	2228554	2	0	0.118088	1
SRRD	22	26879843	26890624	1	0	0.337966	1
SRRM3	7	75831218	75916605	3	1	0.117288	1
SRSF12	6	89805678	89827800	2	0	0.117688	1
SRSF2	17	74730197	74733456	0	3	1	1
SRSF3	6	36562130	36573377	1	0	0.344766	1
SRSF4	1	29474255	29508499	3	0	0.0416958	1
SRSF7	2	38970741	38978636	1	1	0.566643	1
SRXN1	20	627259	634014	1	0	0.343266	1
SS18	18	23596217	23671181	1	0	0.336866	1
SS18L1	20	60718851	60757540	1	0	0.338766	1
SSB	2	170648443	170668574	2	0	0.118688	1
SSBP2	5	80708840	81047616	1	0	0.353165	1
SSBP3	1	54691105	54879152	0	2	1	1
SSBP4	19	18529674	18545372	2	0	0.117088	1
SSC4D	7	76018651	76039012	3	30	1	1
SSC5D	19	55999771	56030465	1	0	0.347165	1
SSH3	11	67070919	67080078	1	0	0.344266	1
SSPN	12	26274924	26452223	0	1	1	1
SSR1	6	7268539	7347679	4	1	0.050295	1
SSRP1	11	57093459	57103351	1	0	0.348565	1
SST	3	187386694	187388187	1	0	0.332667	1
SSTR2	17	71161151	71172772	0	1	1	1
SSTR4	20	23016023	23017449	1	0	0.343466	1
SSTR5	16	1128781	1130142	7	67	1	1
SSU72	1	1477053	1510249	3	0	0.040196	1
SSUH2	3	8661086	8786726	4	1	0.050495	1
ST13	22	41220539	41253026	1	28	1	1
ST18	8	53023399	53373519	0	1	1	1
ST3GAL2	16	70409881	70473140	2	0	0.112089	1
ST6GAL2	2	107418056	107503564	1	0	0.336066	1
ST6GALNAC3	1	76540404	77100286	0	2	1	1
ST7	7	116593292	116870157	1	0	0.332467	1
ST7L	1	113066140	113163447	0	1	1	1
ST8SIA1	12	22216707	22589975	1	11	1	1
ST8SIA2	15	92937058	93011958	1	0	0.343066	1
ST8SIA4	5	100142639	100238970	0	2	1	1
ST8SIA6	10	17360382	17496329	1	1	0.570143	1
STAC	3	36421836	36589499	1	1	0.564044	1
STAC3	12	57637236	57644976	3	0	0.0414959	1
STAG1	3	136055075	136471245	3	0	0.0388961	1
STAM	10	17686124	17757913	1	1	0.568043	1
STAM2	2	152973315	153032506	0	1	1	1
STAMBPL1	10	90639491	90734910	1	1	0.562744	1
STAP2	19	4324040	4342783	3	1	0.116288	1
STARD13	13	33677272	33924767	1	1	0.563844	1
STARD3	17	37793318	37819737	3	0	0.040396	1
STARD3NL	7	38217824	38270272	2	16	1	1
STARD5	15	81601394	81616524	0	1	1	1
STARD7	2	96850597	96874563	0	1	1	1
STARD9	15	42867857	43013179	0	2	1	1
STAT1	2	191829084	191885686	1	0	0.345365	1
STAT4	2	191894302	192016322	1	0	0.345365	1
STAT6	12	57489191	57525922	3	0	0.0414959	1
STATH	4	70861647	70868287	1	0	0.330167	1
STBD1	4	77227179	77232752	0	1	1	1
STEAP1	7	89783689	89794143	1	0	0.341566	1
STEAP1B	7	22459063	22672544	1	0	0.345465	1
STEAP2	7	89796904	89867451	1	0	0.341566	1
STEAP4	7	87900207	87936206	1	0	0.341566	1
STIP1	11	63952744	63972015	3	0	0.0380962	1
STK11	19	1177557	1228434	5	3	0.0969903	1
STK11IP	2	220462582	220481173	1	0	0.343966	1
STK16	2	220110177	220115059	1	0	0.343966	1
STK17A	7	43622357	43666385	3	0	0.0388961	1
STK24	13	99097439	99230194	2	0	0.109489	1
STK25	2	242432089	242449145	1	2	1	1
STK3	8	99413631	99955055	0	2	1	1
STK31	7	23749786	23872132	1	0	0.340866	1
STK32B	4	5053169	5502725	5	14	1	1
STK36	2	219536749	219567439	1	0	0.343966	1
STK38	6	36461669	36515247	1	0	0.344766	1
STK38L	12	27396901	27478892	3	0	0.0421958	1
STK39	2	168810530	169104651	4	18	1	1
STMN2	8	80523049	80578410	1	0	0.343166	1
STMN3	20	62271058	62289035	2	1	0.262174	1
STMND1	6	17102489	17131603	3	1	0.121688	1
STOML1	15	74271264	74286963	0	1	1	1
STOML3	13	39540062	39565203	1	0	0.335366	1
STON1	2	48756522	48825652	1	3	1	1
STON1-GTF2A1L	2	48757064	49003656	1	9	1	1
STON2	14	81727000	81902809	0	1	1	1
STOX1	10	70587298	70655188	0	1	1	1
STPG2	4	98105244	99064391	4	3	0.186481	1
STRA6	15	74471807	74504608	0	1	1	1
STRA8	7	134916731	134943244	1	0	0.345965	1
STRAP	12	16035325	16056412	0	2	1	1
STRC	15	43891596	43910998	7	13	0.546945	1
STRN	2	37070783	37193615	1	0	0.346965	1
STRN3	14	31363005	31495607	1	0	0.339866	1
STT3B	3	31574130	31679114	1	0	0.336266	1
STUB1	16	730224	732870	14	18	0.170783	1
STX10	19	13254872	13261197	3	0	0.0432957	1
STX11	6	144471663	144509507	3	0	0.0386961	1
STX12	1	28099694	28150963	3	0	0.0416958	1
STX16	20	57226309	57254582	1	0	0.338766	1
STX16-NPEPL1	20	57226490	57290466	1	0	0.338766	1
STX17	9	102668915	102732623	1	0	0.344766	1
STX18	4	4417469	4544073	3	0	0.0382962	1
STX1B	16	31000577	31021949	1	1	0.567043	1
STX2	12	131274145	131323811	1	0	0.339366	1
STX3	11	59480929	59573355	1	0	0.348565	1
STX4	16	31044210	31054296	1	1	0.567043	1
STX8	17	9153788	9479908	1	6	1	1
STXBP4	17	53046088	53250993	0	1	1	1
STXBP5L	3	120626919	121143608	0	1	1	1
STYK1	12	10771538	10826917	1	0	0.340866	1
STYX	14	53196898	53241716	2	0	0.112889	1
STYXL1	7	75625656	75677322	3	0	0.0386961	1
SUB1	5	32531739	32604185	1	0	0.347365	1
SUCLA2	13	48510626	48575490	0	1	1	1
SUCLG2	3	67410884	67705038	2	1	0.272373	1
SUCNR1	3	151591431	151602407	3	0	0.0387961	1
SUCO	1	172501489	172580973	0	1	1	1
SUFU	10	104263744	104393292	1	1	0.571243	1
SUGCT	7	40174576	40900362	6	8	0.337466	1
SUGP1	19	19386827	19431653	1	0	0.342366	1
SUGP2	19	19101697	19144832	2	0	0.117088	1
SUGT1	13	53226844	53275044	0	1	1	1
SULF2	20	46285092	46415360	0	1	1	1
SULT1A1	16	28616517	28634946	4	3	0.188081	1
SULT1A2	16	28603264	28608430	4	3	0.188081	1
SULT1A4	16	29471210	29476297	3	2	0.223278	1
SULT1B1	4	70586880	70653679	1	0	0.330167	1
SULT1C2	2	108905095	108926371	3	0	0.0386961	1
SULT1C3	2	108863651	108881807	3	0	0.0386961	1
SULT1C4	2	108994367	109004513	3	0	0.0386961	1
SULT1E1	4	70676498	70725870	1	1	0.554445	1
SULT2A1	19	48373723	48389654	0	245	1	1
SULT2B1	19	49055332	49102682	1	4	1	1
SULT4A1	22	44220389	44258383	2	0	0.110789	1
SULT6B1	2	37394963	37423741	1	0	0.346965	1
SUMF1	3	3742498	4508965	38	205	1	1
SUMO3	21	46225532	46238694	2	0	0.119688	1
SUN1	7	856252	936072	2	3	0.553945	1
SUN3	7	48026745	48068716	1	1	0.568243	1
SUPT16H	14	21819631	21852425	2	29	1	1
SUPT3H	6	44777054	45345690	2	7	1	1
SUSD1	9	114803065	114937688	2	57	1	1
SUSD3	9	95820970	95847420	1	0	0.350965	1
SUSD5	3	33191534	33260707	1	0	0.336266	1
SUV420H1	11	67922330	67981295	1	0	0.344266	1
SUV420H2	19	55851221	55859488	1	0	0.340166	1
SUZ12	17	30264037	30328064	2	0	0.113889	1
SV2B	15	91643180	91844539	1	3	1	1
SV2C	5	75378997	75649764	1	0	0.340966	1
SVEP1	9	113127531	113342160	2	0	0.114989	1
SVIL	10	29746267	30025710	5	1	0.019898	1
SVIP	11	22835345	22851845	0	1	1	1
SVOPL	7	138279030	138386097	1	0	0.343166	1
SWAP70	11	9685624	9774538	0	2	1	1
SWI5	9	131037658	131051269	0	1	1	1
SWSAP1	19	11485361	11487627	2	1	0.276372	1
SYBU	8	110586207	110704020	0	2	1	1
SYCE1L	16	77233294	77247112	0	2	1	1
SYCE2	19	13009600	13030090	3	1	0.124688	1
SYCP2	20	58438618	58508710	1	0	0.338766	1
SYCP2L	6	10887064	10979553	5	1	0.0188981	1
SYDE1	19	15218214	15225799	2	0	0.117688	1
SYK	9	93564069	93660831	1	0	0.350965	1
SYMPK	19	46318668	46366548	1	0	0.351465	1
SYN2	3	12045876	12232900	1	1	0.567343	1
SYN3	22	32908539	33454358	4	3	0.180582	1
SYNDIG1	20	24449835	24647252	1	2	1	1
SYNDIG1L	14	74872596	74892805	0	1	1	1
SYNE1	6	152442819	152958936	4	1	0.0478952	1
SYNE2	14	64319701	64693151	0	1	1	1
SYNE3	14	95873603	95942173	0	1	1	1
SYNGR1	22	39745930	39781593	0	1	1	1
SYNJ2	6	158402919	158520208	3	1	0.118388	1
SYNPO2	4	119771843	119982402	0	1	1	1
SYNPR	3	63213991	63602597	2	0	0.113289	1
SYPL1	7	105730949	105753022	2	0	0.117188	1
SYT1	12	79257773	79845788	3	3	0.331867	1
SYT10	12	33527173	33592754	0	1	1	1
SYT12	11	66774249	66818334	1	0	0.339266	1
SYT13	11	45261852	45307870	2	0	0.114489	1
SYT14	1	210111519	210344660	1	1	0.566343	1
SYT15	10	46955444	46971400	4	34	1	1
SYT5	19	55682567	55691809	1	0	0.340166	1
SYT6	1	114631913	114696541	0	2	1	1
SYT8	11	1849537	1858751	0	5	1	1
SYT9	11	7260009	7490273	0	1	1	1
SYTL1	1	27668511	27680428	2	0	0.120388	1
SYTL2	11	85405267	85522202	4	31	1	1
SYTL3	6	159071046	159185908	1	2	1	1
SYVN1	11	64889252	64902004	1	0	0.344666	1
SZT2	1	43855553	43918321	0	1	1	1
TAB1	22	39795746	39833065	0	1	1	1
TAC1	7	97361220	97369784	3	0	0.0413959	1
TAC3	12	57403784	57422667	2	0	0.116788	1
TACC2	10	123748689	124014060	0	2	1	1
TACR1	2	75273590	75426826	0	5	1	1
TACR3	4	104507188	104640973	1	1	0.568643	1
TADA1	1	166825747	166845564	0	2	1	1
TADA2B	4	7043626	7059679	3	0	0.0382962	1
TAF1C	16	84211453	84220676	2	1	0.266473	1
